task_id,exp,manifest,source,template_name,route,cost,points,status,reason,sha256,exp_status,validation_hint
2,exp012_template_factory_core,experiments\exp012_template_factory_core\selected_manifest.csv,exp012_signature_scatter_lookup,signature_scatter_lookup,,84626.0,13.654003173016246,improved,ok,3de9ec664a2b5f81555fb9b2781e64d3c08489545ba5d0eafb9e313a84bccba9,rewrite_improved,
9,exp012_template_factory_core,experiments\exp012_template_factory_core\selected_manifest.csv,massimilianoghiotto_6254,baseline,,81241.0,13.69482467517415,baseline,not targeted,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,rewrite_improved,
13,exp012_template_factory_core,experiments\exp012_template_factory_core\selected_manifest.csv,exp012_signature_scatter_lookup,signature_scatter_lookup,,92022.0,13.570217042121165,improved,ok,7bdf06d331adc6efb317039a160326bb4342a372989e2c4280c5487e553f62e7,rewrite_improved,
18,exp012_template_factory_core,experiments\exp012_template_factory_core\selected_manifest.csv,exp012_signature_scatter_lookup,signature_scatter_lookup,,79207.0,13.72018004226472,improved,ok,129455e42bbb860293cbe6f642c5c68c70c82c72c6d7f22101427c34ac4dc1ec,rewrite_improved,
24,exp012_template_factory_core,experiments\exp012_template_factory_core\selected_manifest.csv,massimilianoghiotto_6254,baseline,,9080.0,15.88617052840466,baseline,not targeted,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,rewrite_improved,
29,exp012_template_factory_core,experiments\exp012_template_factory_core\selected_manifest.csv,massimilianoghiotto_6254,baseline,,97117.0,13.516328283804857,baseline,not targeted,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,rewrite_improved,
13,exp014_sparse_object_template_bank,experiments\exp014_sparse_object_template_bank\selected_manifest.csv,exp014_sparse_object_template_bank,signature_scatternd_lookup,sparse_edit_or_object_completion,54112.0,14.101188748301693,improved,ok,f1ce25e2609fa52ee3089264de4c3babec362f826162bc329623610bbfa0c709,bank_complete,
2,exp014_sparse_object_template_bank,experiments\exp014_sparse_object_template_bank\selected_manifest.csv,exp014_sparse_object_template_bank,signature_scatternd_lookup,sparse_edit_or_object_completion,33548.0,14.579267471895697,improved,ok,ba0efe30a0c035ab7df1c5a323488007d15c31952a4a26af7c7032894902d99e,bank_complete,
9,exp014_sparse_object_template_bank,experiments\exp014_sparse_object_template_bank\selected_manifest.csv,exp014_sparse_object_template_bank,signature_scatternd_lookup,sparse_edit_or_object_completion,23612.0,14.93048966363942,improved,ok,9698bc92857c52e5b1c2081b74b8665a471ad02f1aecdbb7653f27452883cd52,bank_complete,
18,exp014_sparse_object_template_bank,experiments\exp014_sparse_object_template_bank\selected_manifest.csv,exp014_sparse_object_template_bank,signature_scatternd_lookup,sparse_edit_or_object_completion,17468.0,15.231874085394548,improved,ok,1c5437dc56b749c6d5adfd4640fabd043826ba983285ff6b9e5a421a75a0dc0b,bank_complete,
29,exp015_crop_resize_template_bank,experiments\exp015_crop_resize_template_bank\selected_manifest.csv,exp015_crop_resize_template_bank,signature_scatternd_lookup,crop_or_resize,71140.0,13.827594954497554,improved,ok,b6ef1b6a4bd36f4904a81fd7035738aaa98d2b98ff036caa235889146ad9f487,bank_complete,
2,exp016_top100_rewrite_campaign,experiments\exp016_top100_rewrite_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,33548.0,14.579267471895697,improved,ok,ba0efe30a0c035ab7df1c5a323488007d15c31952a4a26af7c7032894902d99e,below_target,
9,exp016_top100_rewrite_campaign,experiments\exp016_top100_rewrite_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,23612.0,14.93048966363942,improved,ok,9698bc92857c52e5b1c2081b74b8665a471ad02f1aecdbb7653f27452883cd52,below_target,
13,exp016_top100_rewrite_campaign,experiments\exp016_top100_rewrite_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,54112.0,14.101188748301693,improved,ok,f1ce25e2609fa52ee3089264de4c3babec362f826162bc329623610bbfa0c709,below_target,
18,exp016_top100_rewrite_campaign,experiments\exp016_top100_rewrite_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,17468.0,15.231874085394548,improved,ok,1c5437dc56b749c6d5adfd4640fabd043826ba983285ff6b9e5a421a75a0dc0b,below_target,
24,exp016_top100_rewrite_campaign,experiments\exp016_top100_rewrite_campaign\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted lower-cost candidate,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,below_target,
29,exp016_top100_rewrite_campaign,experiments\exp016_top100_rewrite_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,crop_or_resize,71140.0,13.827594954497554,improved,ok,b6ef1b6a4bd36f4904a81fd7035738aaa98d2b98ff036caa235889146ad9f487,below_target,
2,exp017_program_synthesis_seed_6500,experiments\exp017_program_synthesis_seed_6500\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,33548.0,14.579267471895697,baseline,no accepted lower-cost program candidate,ba0efe30a0c035ab7df1c5a323488007d15c31952a4a26af7c7032894902d99e,below_target,
9,exp017_program_synthesis_seed_6500,experiments\exp017_program_synthesis_seed_6500\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,23612.0,14.93048966363942,baseline,no accepted lower-cost program candidate,9698bc92857c52e5b1c2081b74b8665a471ad02f1aecdbb7653f27452883cd52,below_target,
13,exp017_program_synthesis_seed_6500,experiments\exp017_program_synthesis_seed_6500\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,54112.0,14.101188748301693,baseline,no accepted lower-cost program candidate,f1ce25e2609fa52ee3089264de4c3babec362f826162bc329623610bbfa0c709,below_target,
18,exp017_program_synthesis_seed_6500,experiments\exp017_program_synthesis_seed_6500\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,17468.0,15.231874085394548,baseline,no accepted lower-cost program candidate,1c5437dc56b749c6d5adfd4640fabd043826ba983285ff6b9e5a421a75a0dc0b,below_target,
24,exp017_program_synthesis_seed_6500,experiments\exp017_program_synthesis_seed_6500\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted lower-cost program candidate,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,below_target,
29,exp017_program_synthesis_seed_6500,experiments\exp017_program_synthesis_seed_6500\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,crop_or_resize,71140.0,13.827594954497554,baseline,no accepted lower-cost program candidate,b6ef1b6a4bd36f4904a81fd7035738aaa98d2b98ff036caa235889146ad9f487,below_target,
2,exp019_boundary_flood_fill_campaign,experiments\exp019_boundary_flood_fill_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,33548.0,14.579267471895697,baseline,no accepted lower-cost boundary flood candidate,ba0efe30a0c035ab7df1c5a323488007d15c31952a4a26af7c7032894902d99e,below_target,
9,exp019_boundary_flood_fill_campaign,experiments\exp019_boundary_flood_fill_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,23612.0,14.93048966363942,baseline,no accepted lower-cost boundary flood candidate,9698bc92857c52e5b1c2081b74b8665a471ad02f1aecdbb7653f27452883cd52,below_target,
13,exp019_boundary_flood_fill_campaign,experiments\exp019_boundary_flood_fill_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,54112.0,14.101188748301693,baseline,no accepted lower-cost boundary flood candidate,f1ce25e2609fa52ee3089264de4c3babec362f826162bc329623610bbfa0c709,below_target,
18,exp019_boundary_flood_fill_campaign,experiments\exp019_boundary_flood_fill_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,17468.0,15.231874085394548,baseline,no accepted lower-cost boundary flood candidate,1c5437dc56b749c6d5adfd4640fabd043826ba983285ff6b9e5a421a75a0dc0b,below_target,
24,exp019_boundary_flood_fill_campaign,experiments\exp019_boundary_flood_fill_campaign\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted lower-cost boundary flood candidate,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,below_target,
29,exp019_boundary_flood_fill_campaign,experiments\exp019_boundary_flood_fill_campaign\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,crop_or_resize,71140.0,13.827594954497554,baseline,no accepted lower-cost boundary flood candidate,b6ef1b6a4bd36f4904a81fd7035738aaa98d2b98ff036caa235889146ad9f487,below_target,
2,exp020_diagonal_periodic_lowmem,experiments\exp020_diagonal_periodic_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,33548.0,14.579267471895697,baseline,no accepted lower-cost boundary flood candidate,ba0efe30a0c035ab7df1c5a323488007d15c31952a4a26af7c7032894902d99e,below_target,
9,exp020_diagonal_periodic_lowmem,experiments\exp020_diagonal_periodic_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,23612.0,14.93048966363942,baseline,no accepted lower-cost boundary flood candidate,9698bc92857c52e5b1c2081b74b8665a471ad02f1aecdbb7653f27452883cd52,below_target,
13,exp020_diagonal_periodic_lowmem,experiments\exp020_diagonal_periodic_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,54112.0,14.101188748301693,baseline,no accepted lower-cost boundary flood candidate,f1ce25e2609fa52ee3089264de4c3babec362f826162bc329623610bbfa0c709,below_target,
18,exp020_diagonal_periodic_lowmem,experiments\exp020_diagonal_periodic_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,17468.0,15.231874085394548,baseline,no accepted lower-cost boundary flood candidate,1c5437dc56b749c6d5adfd4640fabd043826ba983285ff6b9e5a421a75a0dc0b,below_target,
24,exp020_diagonal_periodic_lowmem,experiments\exp020_diagonal_periodic_lowmem\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted lower-cost boundary flood candidate,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,below_target,
29,exp020_diagonal_periodic_lowmem,experiments\exp020_diagonal_periodic_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,crop_or_resize,71140.0,13.827594954497554,baseline,no accepted lower-cost boundary flood candidate,b6ef1b6a4bd36f4904a81fd7035738aaa98d2b98ff036caa235889146ad9f487,below_target,
2,exp021_diagonal_scatternd_lowmem,experiments\exp021_diagonal_scatternd_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,33548.0,14.579267471895697,baseline,no accepted lower-cost boundary flood candidate,ba0efe30a0c035ab7df1c5a323488007d15c31952a4a26af7c7032894902d99e,below_target,
9,exp021_diagonal_scatternd_lowmem,experiments\exp021_diagonal_scatternd_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,23612.0,14.93048966363942,baseline,no accepted lower-cost boundary flood candidate,9698bc92857c52e5b1c2081b74b8665a471ad02f1aecdbb7653f27452883cd52,below_target,
13,exp021_diagonal_scatternd_lowmem,experiments\exp021_diagonal_scatternd_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,54112.0,14.101188748301693,baseline,no accepted lower-cost boundary flood candidate,f1ce25e2609fa52ee3089264de4c3babec362f826162bc329623610bbfa0c709,below_target,
18,exp021_diagonal_scatternd_lowmem,experiments\exp021_diagonal_scatternd_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,17468.0,15.231874085394548,baseline,no accepted lower-cost boundary flood candidate,1c5437dc56b749c6d5adfd4640fabd043826ba983285ff6b9e5a421a75a0dc0b,below_target,
24,exp021_diagonal_scatternd_lowmem,experiments\exp021_diagonal_scatternd_lowmem\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted lower-cost boundary flood candidate,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,below_target,
29,exp021_diagonal_scatternd_lowmem,experiments\exp021_diagonal_scatternd_lowmem\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,crop_or_resize,71140.0,13.827594954497554,baseline,no accepted lower-cost boundary flood candidate,b6ef1b6a4bd36f4904a81fd7035738aaa98d2b98ff036caa235889146ad9f487,below_target,
2,exp023_graph_surgery_exp016,experiments\exp023_graph_surgery_exp016\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,33547.0,14.579297280376213,improved,ok,64c7ad58f30d9cb5012a3dfb21e76eb1bc2e7c79098788bbcd992113c316397e,improved_below_target,
9,exp023_graph_surgery_exp016,experiments\exp023_graph_surgery_exp016\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,23611.0,14.930532015883037,improved,ok,66525cf6c9367cb7fa28a417da4cd0018feae1892926b30fd03ead97a4cc10d5,improved_below_target,
13,exp023_graph_surgery_exp016,experiments\exp023_graph_surgery_exp016\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,54111.0,14.101207228661691,improved,ok,41c3a938b1da93eb59bd49bf1e331cecbc2632179c8f88869c361b60d0ea3765,improved_below_target,
18,exp023_graph_surgery_exp016,experiments\exp023_graph_surgery_exp016\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,17467.0,15.231931334571607,improved,ok,005a8fa741a6d61cbaec91f90c24486926581cb08392fe556b83220dc102ea95,improved_below_target,
24,exp023_graph_surgery_exp016,experiments\exp023_graph_surgery_exp016\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no graph surgery gain,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,improved_below_target,
29,exp023_graph_surgery_exp016,experiments\exp023_graph_surgery_exp016\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,crop_or_resize,71139.0,13.82760901138578,improved,ok,2a1669b64e0e1faabebbd32bad9c4908f55b4b7f24089e2f653c1fa6fd061632,improved_below_target,
2,exp024_ring_depth_dynamic_colormap,experiments\exp024_ring_depth_dynamic_colormap\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,33548.0,14.579267471895697,baseline,no accepted lower-cost boundary flood candidate,ba0efe30a0c035ab7df1c5a323488007d15c31952a4a26af7c7032894902d99e,below_target,
9,exp024_ring_depth_dynamic_colormap,experiments\exp024_ring_depth_dynamic_colormap\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,23612.0,14.93048966363942,baseline,no accepted lower-cost boundary flood candidate,9698bc92857c52e5b1c2081b74b8665a471ad02f1aecdbb7653f27452883cd52,below_target,
13,exp024_ring_depth_dynamic_colormap,experiments\exp024_ring_depth_dynamic_colormap\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,54112.0,14.101188748301693,baseline,no accepted lower-cost boundary flood candidate,f1ce25e2609fa52ee3089264de4c3babec362f826162bc329623610bbfa0c709,below_target,
18,exp024_ring_depth_dynamic_colormap,experiments\exp024_ring_depth_dynamic_colormap\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,17468.0,15.231874085394548,baseline,no accepted lower-cost boundary flood candidate,1c5437dc56b749c6d5adfd4640fabd043826ba983285ff6b9e5a421a75a0dc0b,below_target,
24,exp024_ring_depth_dynamic_colormap,experiments\exp024_ring_depth_dynamic_colormap\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted lower-cost boundary flood candidate,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,below_target,
29,exp024_ring_depth_dynamic_colormap,experiments\exp024_ring_depth_dynamic_colormap\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,crop_or_resize,71140.0,13.827594954497554,baseline,no accepted lower-cost boundary flood candidate,b6ef1b6a4bd36f4904a81fd7035738aaa98d2b98ff036caa235889146ad9f487,below_target,
2,exp025_tile_prefix_blocks_task221,experiments\exp025_tile_prefix_blocks_task221\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,33548.0,14.579267471895697,baseline,no accepted lower-cost boundary flood candidate,ba0efe30a0c035ab7df1c5a323488007d15c31952a4a26af7c7032894902d99e,below_target,
9,exp025_tile_prefix_blocks_task221,experiments\exp025_tile_prefix_blocks_task221\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,23612.0,14.93048966363942,baseline,no accepted lower-cost boundary flood candidate,9698bc92857c52e5b1c2081b74b8665a471ad02f1aecdbb7653f27452883cd52,below_target,
13,exp025_tile_prefix_blocks_task221,experiments\exp025_tile_prefix_blocks_task221\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,54112.0,14.101188748301693,baseline,no accepted lower-cost boundary flood candidate,f1ce25e2609fa52ee3089264de4c3babec362f826162bc329623610bbfa0c709,below_target,
18,exp025_tile_prefix_blocks_task221,experiments\exp025_tile_prefix_blocks_task221\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,sparse_edit_or_object_completion,17468.0,15.231874085394548,baseline,no accepted lower-cost boundary flood candidate,1c5437dc56b749c6d5adfd4640fabd043826ba983285ff6b9e5a421a75a0dc0b,below_target,
24,exp025_tile_prefix_blocks_task221,experiments\exp025_tile_prefix_blocks_task221\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted lower-cost boundary flood candidate,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,below_target,
29,exp025_tile_prefix_blocks_task221,experiments\exp025_tile_prefix_blocks_task221\selected_manifest.csv,exp016_signature_scatternd_lookup,signature_scatternd_lookup,crop_or_resize,71140.0,13.827594954497554,baseline,no accepted lower-cost boundary flood candidate,b6ef1b6a4bd36f4904a81fd7035738aaa98d2b98ff036caa235889146ad9f487,below_target,
2,exp043_fixed_dsl_hit_lowering,experiments\exp043_fixed_dsl_hit_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,33547.0,14.579297280376213,baseline,no fixed DSL lowering gain,64c7ad58f30d9cb5012a3dfb21e76eb1bc2e7c79098788bbcd992113c316397e,no_gain,
