task_id,variant,kind,passed,failed,baseline_cost,baseline_points,mapping
156,identity,geometry,0,265,26552,14.81313964660019,
156,rot180,geometry,0,265,26552,14.81313964660019,
156,rot90_ccw_py,geometry,0,265,26552,14.81313964660019,
156,rot90_cw_py,geometry,0,265,26552,14.81313964660019,
156,transpose,geometry,0,265,26552,14.81313964660019,
55,flip_lr,geometry,0,265,26370,14.820017720652668,
55,flip_ud,geometry,0,265,26370,14.820017720652668,
55,identity,geometry,0,265,26370,14.820017720652668,
55,rot180,geometry,0,265,26370,14.820017720652668,
55,rot90_ccw_py,geometry,0,265,26370,14.820017720652668,
55,rot90_cw_py,geometry,0,265,26370,14.820017720652668,
55,transpose,geometry,0,265,26370,14.820017720652668,
333,flip_lr,geometry,0,265,24893,14.877658081568091,
333,flip_ud,geometry,0,265,24893,14.877658081568091,
333,identity,geometry,0,265,24893,14.877658081568091,
333,rot180,geometry,0,265,24893,14.877658081568091,
333,rot90_ccw_py,geometry,0,265,24893,14.877658081568091,
333,rot90_cw_py,geometry,0,265,24893,14.877658081568091,
333,transpose,geometry,0,265,24893,14.877658081568091,
183,flip_lr,geometry,0,265,24878,14.87826084223009,
183,flip_ud,geometry,0,265,24878,14.87826084223009,
183,identity,geometry,0,265,24878,14.87826084223009,
183,rot180,geometry,0,265,24878,14.87826084223009,
183,rot90_ccw_py,geometry,0,265,24878,14.87826084223009,
183,rot90_cw_py,geometry,0,265,24878,14.87826084223009,
183,transpose,geometry,0,265,24878,14.87826084223009,
82,flip_lr,geometry,0,265,23479,14.936138316402742,
82,flip_ud,geometry,0,265,23479,14.936138316402742,
82,identity,geometry,0,265,23479,14.936138316402742,
82,rot180,geometry,0,265,23479,14.936138316402742,
82,rot90_ccw_py,geometry,0,265,23479,14.936138316402742,
82,rot90_cw_py,geometry,0,265,23479,14.936138316402742,
82,transpose,geometry,0,265,23479,14.936138316402742,
168,flip_lr,geometry,0,265,20403,15.076562772156251,
168,flip_ud,geometry,0,265,20403,15.076562772156251,
168,identity,geometry,0,265,20403,15.076562772156251,
168,rot180,geometry,0,265,20403,15.076562772156251,
168,rot90_ccw_py,geometry,0,265,20403,15.076562772156251,
168,rot90_cw_py,geometry,0,265,20403,15.076562772156251,
168,transpose,geometry,0,265,20403,15.076562772156251,
117,flip_lr,geometry,0,265,18454,15.1769635718615,
117,flip_ud,geometry,0,265,18454,15.1769635718615,
117,identity,geometry,0,265,18454,15.1769635718615,
117,rot180,geometry,0,265,18454,15.1769635718615,
117,rot90_ccw_py,geometry,0,265,18454,15.1769635718615,
117,rot90_cw_py,geometry,0,265,18454,15.1769635718615,
117,transpose,geometry,0,265,18454,15.1769635718615,
130,flip_lr,geometry,0,265,15948,15.322911291498754,
130,flip_ud,geometry,0,265,15948,15.322911291498754,
130,identity,geometry,0,265,15948,15.322911291498754,
130,rot180,geometry,0,265,15948,15.322911291498754,
130,rot90_ccw_py,geometry,0,265,15948,15.322911291498754,
130,rot90_cw_py,geometry,0,265,15948,15.322911291498754,
130,transpose,geometry,0,265,15948,15.322911291498754,
141,flip_lr,geometry,0,265,15819,15.33103297180142,
141,flip_ud,geometry,0,265,15819,15.33103297180142,
141,identity,geometry,0,265,15819,15.33103297180142,
141,rot180,geometry,0,265,15819,15.33103297180142,
141,rot90_ccw_py,geometry,0,265,15819,15.33103297180142,
141,rot90_cw_py,geometry,0,265,15819,15.33103297180142,
141,transpose,geometry,0,265,15819,15.33103297180142,
93,flip_lr,geometry,0,265,15458,15.354118052333183,
93,flip_ud,geometry,0,265,15458,15.354118052333183,
93,identity,geometry,0,265,15458,15.354118052333183,
93,rot180,geometry,0,265,15458,15.354118052333183,
93,rot90_ccw_py,geometry,0,265,15458,15.354118052333183,
93,rot90_cw_py,geometry,0,265,15458,15.354118052333183,
93,transpose,geometry,0,265,15458,15.354118052333183,
195,flip_lr,geometry,0,265,14229,15.436962585454308,
195,flip_ud,geometry,0,265,14229,15.436962585454308,
195,identity,geometry,0,265,14229,15.436962585454308,
195,rot180,geometry,0,265,14229,15.436962585454308,
195,rot90_ccw_py,geometry,0,265,14229,15.436962585454308,
195,rot90_cw_py,geometry,0,265,14229,15.436962585454308,
195,transpose,geometry,0,265,14229,15.436962585454308,
125,flip_lr,geometry,0,265,13417,15.495722161409528,
125,flip_ud,geometry,0,265,13417,15.495722161409528,
125,identity,geometry,0,265,13417,15.495722161409528,
125,rot180,geometry,0,265,13417,15.495722161409528,
125,rot90_ccw_py,geometry,0,265,13417,15.495722161409528,
125,rot90_cw_py,geometry,0,265,13417,15.495722161409528,
125,transpose,geometry,0,265,13417,15.495722161409528,
12,flip_lr,geometry,0,265,12639,15.555457449352874,
12,flip_ud,geometry,0,265,12639,15.555457449352874,
12,identity,geometry,0,265,12639,15.555457449352874,
12,rot180,geometry,0,265,12639,15.555457449352874,
12,rot90_ccw_py,geometry,0,265,12639,15.555457449352874,
12,rot90_cw_py,geometry,0,265,12639,15.555457449352874,
12,transpose,geometry,0,265,12639,15.555457449352874,
250,flip_lr,geometry,0,265,12141,15.595656566456025,
250,flip_ud,geometry,0,265,12141,15.595656566456025,
250,identity,geometry,0,265,12141,15.595656566456025,
250,rot180,geometry,0,265,12141,15.595656566456025,
250,rot90_ccw_py,geometry,0,265,12141,15.595656566456025,
250,rot90_cw_py,geometry,0,265,12141,15.595656566456025,
250,transpose,geometry,0,265,12141,15.595656566456025,
153,flip_lr,geometry,0,265,11212,15.675260087715321,
153,flip_ud,geometry,0,265,11212,15.675260087715321,
153,identity,geometry,0,265,11212,15.675260087715321,
153,rot180,geometry,0,265,11212,15.675260087715321,
153,rot90_ccw_py,geometry,0,265,11212,15.675260087715321,
153,rot90_cw_py,geometry,0,265,11212,15.675260087715321,
153,transpose,geometry,0,265,11212,15.675260087715321,
225,flip_lr,geometry,0,265,11078,15.68728356140695,
225,flip_ud,geometry,0,265,11078,15.68728356140695,
225,identity,geometry,0,265,11078,15.68728356140695,
225,rot180,geometry,0,265,11078,15.68728356140695,
225,rot90_ccw_py,geometry,0,265,11078,15.68728356140695,
225,rot90_cw_py,geometry,0,265,11078,15.68728356140695,
225,transpose,geometry,0,265,11078,15.68728356140695,
94,flip_lr,geometry,0,265,10453,15.745355702467293,
94,flip_ud,geometry,0,265,10453,15.745355702467293,
94,identity,geometry,0,265,10453,15.745355702467293,
94,rot180,geometry,0,265,10453,15.745355702467293,
94,rot90_ccw_py,geometry,0,265,10453,15.745355702467293,
94,rot90_cw_py,geometry,0,265,10453,15.745355702467293,
94,transpose,geometry,0,265,10453,15.745355702467293,
312,flip_lr,geometry,0,265,9979,15.791761836115688,
312,flip_ud,geometry,0,265,9979,15.791761836115688,
312,identity,geometry,0,265,9979,15.791761836115688,
312,rot180,geometry,0,265,9979,15.791761836115688,
312,rot90_ccw_py,geometry,0,265,9979,15.791761836115688,
312,rot90_cw_py,geometry,0,265,9979,15.791761836115688,
312,transpose,geometry,0,265,9979,15.791761836115688,
212,flip_lr,geometry,0,265,9969,15.792764442977296,
212,flip_ud,geometry,0,265,9969,15.792764442977296,
212,identity,geometry,0,265,9969,15.792764442977296,
212,rot180,geometry,0,265,9969,15.792764442977296,
212,rot90_ccw_py,geometry,0,265,9969,15.792764442977296,
212,rot90_cw_py,geometry,0,265,9969,15.792764442977296,
212,transpose,geometry,0,265,9969,15.792764442977296,
297,flip_lr,geometry,0,265,9172,15.876089356022204,
297,flip_ud,geometry,0,265,9172,15.876089356022204,
297,identity,geometry,0,265,9172,15.876089356022204,
297,rot180,geometry,0,265,9172,15.876089356022204,
297,rot90_ccw_py,geometry,0,265,9172,15.876089356022204,
297,rot90_cw_py,geometry,0,265,9172,15.876089356022204,
297,transpose,geometry,0,265,9172,15.876089356022204,
3,flip_lr,geometry,0,265,9102,15.883750551423413,
3,flip_ud,geometry,0,265,9102,15.883750551423413,
3,identity,geometry,0,265,9102,15.883750551423413,
3,rot180,geometry,0,265,9102,15.883750551423413,
3,rot90_ccw_py,geometry,0,265,9102,15.883750551423413,
3,rot90_cw_py,geometry,0,265,9102,15.883750551423413,
3,transpose,geometry,0,265,9102,15.883750551423413,
249,flip_lr,geometry,0,265,8999,15.895131260966052,
249,flip_ud,geometry,0,265,8999,15.895131260966052,
249,identity,geometry,0,265,8999,15.895131260966052,
249,rot180,geometry,0,265,8999,15.895131260966052,
249,rot90_ccw_py,geometry,0,265,8999,15.895131260966052,
249,rot90_cw_py,geometry,0,265,8999,15.895131260966052,
249,transpose,geometry,0,265,8999,15.895131260966052,
28,flip_lr,geometry,0,265,8990,15.896131872534333,
28,flip_ud,geometry,0,265,8990,15.896131872534333,
28,identity,geometry,0,265,8990,15.896131872534333,
28,rot180,geometry,0,265,8990,15.896131872534333,
28,rot90_ccw_py,geometry,0,265,8990,15.896131872534333,
28,rot90_cw_py,geometry,0,265,8990,15.896131872534333,
28,transpose,geometry,0,265,8990,15.896131872534333,
254,flip_lr,geometry,0,265,7956,16.018318360026136,
254,flip_ud,geometry,0,265,7956,16.018318360026136,
254,identity,geometry,0,265,7956,16.018318360026136,
254,rot180,geometry,0,265,7956,16.018318360026136,
254,rot90_ccw_py,geometry,0,265,7956,16.018318360026136,
254,rot90_cw_py,geometry,0,265,7956,16.018318360026136,
254,transpose,geometry,0,265,7956,16.018318360026136,
369,flip_lr,geometry,0,265,7729,16.04726523289313,
369,flip_ud,geometry,0,265,7729,16.04726523289313,
369,identity,geometry,0,265,7729,16.04726523289313,
369,rot180,geometry,0,265,7729,16.04726523289313,
369,rot90_ccw_py,geometry,0,265,7729,16.04726523289313,
369,rot90_cw_py,geometry,0,265,7729,16.04726523289313,
369,transpose,geometry,0,265,7729,16.04726523289313,
327,flip_lr,geometry,0,265,7548,16.07096209351156,
327,flip_ud,geometry,0,265,7548,16.07096209351156,
327,identity,geometry,0,265,7548,16.07096209351156,
327,rot180,geometry,0,265,7548,16.07096209351156,
327,rot90_ccw_py,geometry,0,265,7548,16.07096209351156,
327,rot90_cw_py,geometry,0,265,7548,16.07096209351156,
327,transpose,geometry,0,265,7548,16.07096209351156,
45,flip_lr,geometry,0,265,7428,16.0869880775274,
45,flip_ud,geometry,0,265,7428,16.0869880775274,
45,rot180,geometry,0,265,7428,16.0869880775274,
45,rot90_ccw_py,geometry,0,265,7428,16.0869880775274,
45,rot90_cw_py,geometry,0,265,7428,16.0869880775274,
45,transpose,geometry,0,265,7428,16.0869880775274,
348,flip_lr,geometry,0,265,7207,16.11719194507556,
348,flip_ud,geometry,0,265,7207,16.11719194507556,
348,identity,geometry,0,265,7207,16.11719194507556,
348,rot180,geometry,0,265,7207,16.11719194507556,
348,rot90_ccw_py,geometry,0,265,7207,16.11719194507556,
348,rot90_cw_py,geometry,0,265,7207,16.11719194507556,
348,transpose,geometry,0,265,7207,16.11719194507556,
60,flip_lr,geometry,0,265,5581,16.372876749211567,
60,flip_ud,geometry,0,265,5581,16.372876749211567,
60,identity,geometry,0,265,5581,16.372876749211567,
60,rot180,geometry,0,265,5581,16.372876749211567,
60,rot90_ccw_py,geometry,0,265,5581,16.372876749211567,
60,rot90_cw_py,geometry,0,265,5581,16.372876749211567,
60,transpose,geometry,0,265,5581,16.372876749211567,
10,flip_lr,geometry,0,265,5016,16.479611917687244,
10,flip_ud,geometry,0,265,5016,16.479611917687244,
10,identity,geometry,0,265,5016,16.479611917687244,
10,rot180,geometry,0,265,5016,16.479611917687244,
10,rot90_ccw_py,geometry,0,265,5016,16.479611917687244,
10,rot90_cw_py,geometry,0,265,5016,16.479611917687244,
10,transpose,geometry,0,265,5016,16.479611917687244,
99,flip_lr,geometry,0,265,4910,16.500970779211436,
99,flip_ud,geometry,0,265,4910,16.500970779211436,
99,identity,geometry,0,265,4910,16.500970779211436,
99,rot180,geometry,0,265,4910,16.500970779211436,
99,rot90_ccw_py,geometry,0,265,4910,16.500970779211436,
99,rot90_cw_py,geometry,0,265,4910,16.500970779211436,
99,transpose,geometry,0,265,4910,16.500970779211436,
160,flip_lr,geometry,0,265,4586,16.56923653658215,
160,flip_ud,geometry,0,265,4586,16.56923653658215,
160,identity,geometry,0,265,4586,16.56923653658215,
160,rot180,geometry,0,265,4586,16.56923653658215,
160,rot90_ccw_py,geometry,0,265,4586,16.56923653658215,
160,rot90_cw_py,geometry,0,265,4586,16.56923653658215,
160,transpose,geometry,0,265,4586,16.56923653658215,
291,flip_lr,geometry,0,265,4327,16.627370259775116,
291,flip_ud,geometry,0,265,4327,16.627370259775116,
291,identity,geometry,0,265,4327,16.627370259775116,
291,rot180,geometry,0,265,4327,16.627370259775116,
291,rot90_ccw_py,geometry,0,265,4327,16.627370259775116,
291,rot90_cw_py,geometry,0,265,4327,16.627370259775116,
291,transpose,geometry,0,265,4327,16.627370259775116,
123,flip_lr,geometry,0,265,4104,16.680282613149394,
123,flip_ud,geometry,0,265,4104,16.680282613149394,
123,identity,geometry,0,265,4104,16.680282613149394,
123,rot180,geometry,0,265,4104,16.680282613149394,
123,rot90_ccw_py,geometry,0,265,4104,16.680282613149394,
123,rot90_cw_py,geometry,0,265,4104,16.680282613149394,
123,transpose,geometry,0,265,4104,16.680282613149394,
381,flip_lr,geometry,0,265,3681,16.78906026662098,
381,flip_ud,geometry,0,265,3681,16.78906026662098,
381,identity,geometry,0,265,3681,16.78906026662098,
381,rot180,geometry,0,265,3681,16.78906026662098,
381,rot90_ccw_py,geometry,0,265,3681,16.78906026662098,
381,rot90_cw_py,geometry,0,265,3681,16.78906026662098,
381,transpose,geometry,0,265,3681,16.78906026662098,
139,flip_lr,geometry,0,265,3630,16.803012072741105,
139,flip_ud,geometry,0,265,3630,16.803012072741105,
139,identity,geometry,0,265,3630,16.803012072741105,
139,rot180,geometry,0,265,3630,16.803012072741105,
139,rot90_ccw_py,geometry,0,265,3630,16.803012072741105,
139,rot90_cw_py,geometry,0,265,3630,16.803012072741105,
139,transpose,geometry,0,265,3630,16.803012072741105,
32,flip_ud,geometry,1,265,3405,16.86699978141639,
47,flip_lr,geometry,0,265,3024,16.985664262700574,
47,flip_ud,geometry,0,265,3024,16.985664262700574,
47,identity,geometry,0,265,3024,16.985664262700574,
47,rot180,geometry,0,265,3024,16.985664262700574,
47,rot90_ccw_py,geometry,0,265,3024,16.985664262700574,
47,rot90_cw_py,geometry,0,265,3024,16.985664262700574,
47,transpose,geometry,0,265,3024,16.985664262700574,
207,flip_lr,geometry,0,265,1875,17.463636061595487,
207,flip_ud,geometry,0,265,1875,17.463636061595487,
207,identity,geometry,0,265,1875,17.463636061595487,
207,rot180,geometry,0,265,1875,17.463636061595487,
207,rot90_ccw_py,geometry,0,265,1875,17.463636061595487,
207,rot90_cw_py,geometry,0,265,1875,17.463636061595487,
207,transpose,geometry,0,265,1875,17.463636061595487,
223,flip_lr,geometry,0,265,1800,17.504458056115745,
223,flip_ud,geometry,0,265,1800,17.504458056115745,
223,identity,geometry,0,265,1800,17.504458056115745,
223,rot180,geometry,0,265,1800,17.504458056115745,
223,rot90_ccw_py,geometry,0,265,1800,17.504458056115745,
223,rot90_cw_py,geometry,0,265,1800,17.504458056115745,
223,transpose,geometry,0,265,1800,17.504458056115745,
150,rot180,geometry,1,265,1014,18.078341815848873,
150,rot90_cw_py,geometry,1,265,1014,18.078341815848873,
95,flip_lr,geometry,0,265,910,18.186555400489105,
95,flip_ud,geometry,0,265,910,18.186555400489105,
95,identity,geometry,0,265,910,18.186555400489105,
95,rot180,geometry,0,265,910,18.186555400489105,
95,rot90_ccw_py,geometry,0,265,910,18.186555400489105,
95,rot90_cw_py,geometry,0,265,910,18.186555400489105,
95,transpose,geometry,0,265,910,18.186555400489105,
283,flip_lr,geometry,0,265,910,18.186555400489105,
283,flip_ud,geometry,0,265,910,18.186555400489105,
283,identity,geometry,0,265,910,18.186555400489105,
283,rot180,geometry,0,265,910,18.186555400489105,
283,rot90_ccw_py,geometry,0,265,910,18.186555400489105,
283,rot90_cw_py,geometry,0,265,910,18.186555400489105,
283,transpose,geometry,0,265,910,18.186555400489105,
294,flip_lr,geometry,0,265,910,18.186555400489105,
294,flip_ud,geometry,0,265,910,18.186555400489105,
294,identity,geometry,0,265,910,18.186555400489105,
294,rot180,geometry,0,265,910,18.186555400489105,
294,rot90_ccw_py,geometry,0,265,910,18.186555400489105,
294,rot90_cw_py,geometry,0,265,910,18.186555400489105,
294,transpose,geometry,0,265,910,18.186555400489105,
331,flip_lr,geometry,0,265,910,18.186555400489105,
331,flip_ud,geometry,0,265,910,18.186555400489105,
331,identity,geometry,0,265,910,18.186555400489105,
331,rot180,geometry,0,265,910,18.186555400489105,
331,rot90_ccw_py,geometry,0,265,910,18.186555400489105,
331,rot90_cw_py,geometry,0,265,910,18.186555400489105,
331,transpose,geometry,0,265,910,18.186555400489105,
15,flip_lr,geometry,0,265,900,18.197605236675688,
15,flip_ud,geometry,0,265,900,18.197605236675688,
15,identity,geometry,0,265,900,18.197605236675688,
15,rot180,geometry,0,265,900,18.197605236675688,
15,rot90_ccw_py,geometry,0,265,900,18.197605236675688,
15,rot90_cw_py,geometry,0,265,900,18.197605236675688,
15,transpose,geometry,0,265,900,18.197605236675688,
282,flip_lr,geometry,0,265,900,18.197605236675688,
282,flip_ud,geometry,0,265,900,18.197605236675688,
282,identity,geometry,0,265,900,18.197605236675688,
282,rot180,geometry,0,265,900,18.197605236675688,
282,rot90_ccw_py,geometry,0,265,900,18.197605236675688,
282,rot90_cw_py,geometry,0,265,900,18.197605236675688,
282,transpose,geometry,0,265,900,18.197605236675688,
317,flip_lr,geometry,0,265,900,18.197605236675688,
317,flip_ud,geometry,0,265,900,18.197605236675688,
317,identity,geometry,0,265,900,18.197605236675688,
317,rot180,geometry,0,265,900,18.197605236675688,
317,rot90_ccw_py,geometry,0,265,900,18.197605236675688,
317,rot90_cw_py,geometry,0,265,900,18.197605236675688,
317,transpose,geometry,0,265,900,18.197605236675688,
129,flip_lr,geometry,0,265,807,18.306676331730053,
129,flip_ud,geometry,0,265,807,18.306676331730053,
129,identity,geometry,0,265,807,18.306676331730053,
129,rot180,geometry,0,265,807,18.306676331730053,
129,rot90_ccw_py,geometry,0,265,807,18.306676331730053,
129,rot90_cw_py,geometry,0,265,807,18.306676331730053,
129,transpose,geometry,0,265,807,18.306676331730053,
111,flip_lr,geometry,0,265,797,18.319145321209785,
111,flip_ud,geometry,0,265,797,18.319145321209785,
111,identity,geometry,0,265,797,18.319145321209785,
111,rot180,geometry,0,265,797,18.319145321209785,
111,rot90_ccw_py,geometry,0,265,797,18.319145321209785,
111,rot90_cw_py,geometry,0,265,797,18.319145321209785,
111,transpose,geometry,0,265,797,18.319145321209785,
393,flip_lr,geometry,0,265,459,18.870949789939456,
393,flip_ud,geometry,0,265,459,18.870949789939456,
393,identity,geometry,0,265,459,18.870949789939456,
393,rot180,geometry,0,265,459,18.870949789939456,
393,rot90_ccw_py,geometry,0,265,459,18.870949789939456,
393,rot90_cw_py,geometry,0,265,459,18.870949789939456,
393,transpose,geometry,0,265,459,18.870949789939456,
140,flip_lr,geometry,0,265,368,19.09191706183107,
140,flip_ud,geometry,0,265,368,19.09191706183107,
140,identity,geometry,0,265,368,19.09191706183107,
140,rot90_ccw_py,geometry,0,265,368,19.09191706183107,
140,rot90_cw_py,geometry,0,265,368,19.09191706183107,
140,transpose,geometry,0,265,368,19.09191706183107,
261,flip_lr,geometry,0,265,200,19.701682633451963,
261,flip_ud,geometry,0,265,200,19.701682633451963,
261,identity,geometry,0,265,200,19.701682633451963,
261,rot180,geometry,0,265,200,19.701682633451963,
261,rot90_ccw_py,geometry,0,265,200,19.701682633451963,
261,rot90_cw_py,geometry,0,265,200,19.701682633451963,
261,transpose,geometry,0,265,200,19.701682633451963,
113,flip_lr,geometry,0,265,30,21.598802618337846,
113,flip_ud,geometry,0,265,30,21.598802618337846,
113,identity,geometry,0,265,30,21.598802618337846,
113,rot180,geometry,0,265,30,21.598802618337846,
113,rot90_ccw_py,geometry,0,265,30,21.598802618337846,
113,rot90_cw_py,geometry,0,265,30,21.598802618337846,
113,transpose,geometry,0,265,30,21.598802618337846,
385,flip_lr,geometry,0,265,30,21.598802618337846,
385,flip_ud,geometry,0,265,30,21.598802618337846,
385,identity,geometry,0,265,30,21.598802618337846,
385,rot180,geometry,0,265,30,21.598802618337846,
385,rot90_ccw_py,geometry,0,265,30,21.598802618337846,
385,rot90_cw_py,geometry,0,265,30,21.598802618337846,
385,transpose,geometry,0,265,30,21.598802618337846,
309,flip_lr,geometry,0,265,10,22.697414907005953,
309,flip_ud,geometry,0,265,10,22.697414907005953,
309,identity,geometry,0,265,10,22.697414907005953,
309,rot180,geometry,0,265,10,22.697414907005953,
309,rot90_ccw_py,geometry,0,265,10,22.697414907005953,
309,rot90_cw_py,geometry,0,265,10,22.697414907005953,
309,transpose,geometry,0,265,10,22.697414907005953,
337,flip_lr,geometry,1,265,10,22.697414907005953,
187,flip_lr,geometry,0,266,105313,13.435307852707972,
187,flip_ud,geometry,0,266,105313,13.435307852707972,
187,identity,geometry,0,266,105313,13.435307852707972,
187,rot180,geometry,0,266,105313,13.435307852707972,
187,rot90_ccw_py,geometry,0,266,105313,13.435307852707972,
187,rot90_cw_py,geometry,0,266,105313,13.435307852707972,
187,transpose,geometry,0,266,105313,13.435307852707972,
198,flip_lr,geometry,0,266,103821,13.449576458609688,
198,flip_ud,geometry,0,266,103821,13.449576458609688,
198,identity,geometry,0,266,103821,13.449576458609688,
198,rot180,geometry,0,266,103821,13.449576458609688,
198,rot90_ccw_py,geometry,0,266,103821,13.449576458609688,
198,rot90_cw_py,geometry,0,266,103821,13.449576458609688,
198,transpose,geometry,0,266,103821,13.449576458609688,
366,flip_lr,geometry,0,266,99849,13.488585676228723,
366,flip_ud,geometry,0,266,99849,13.488585676228723,
366,identity,geometry,0,266,99849,13.488585676228723,
366,rot180,geometry,0,266,99849,13.488585676228723,
366,rot90_ccw_py,geometry,0,266,99849,13.488585676228723,
366,rot90_cw_py,geometry,0,266,99849,13.488585676228723,
366,transpose,geometry,0,266,99849,13.488585676228723,
29,flip_lr,geometry,0,266,97117,13.516328283804857,
29,flip_ud,geometry,0,266,97117,13.516328283804857,
29,identity,geometry,0,266,97117,13.516328283804857,
29,rot180,geometry,0,266,97117,13.516328283804857,
29,rot90_ccw_py,geometry,0,266,97117,13.516328283804857,
29,rot90_cw_py,geometry,0,266,97117,13.516328283804857,
29,transpose,geometry,0,266,97117,13.516328283804857,
109,flip_lr,geometry,0,266,92303,13.567168077328699,
109,flip_ud,geometry,0,266,92303,13.567168077328699,
109,identity,geometry,0,266,92303,13.567168077328699,
109,rot180,geometry,0,266,92303,13.567168077328699,
109,rot90_ccw_py,geometry,0,266,92303,13.567168077328699,
109,rot90_cw_py,geometry,0,266,92303,13.567168077328699,
109,transpose,geometry,0,266,92303,13.567168077328699,
216,flip_lr,geometry,0,266,91861,13.571968156048401,
216,flip_ud,geometry,0,266,91861,13.571968156048401,
216,identity,geometry,0,266,91861,13.571968156048401,
216,rot180,geometry,0,266,91861,13.571968156048401,
216,rot90_ccw_py,geometry,0,266,91861,13.571968156048401,
216,rot90_cw_py,geometry,0,266,91861,13.571968156048401,
216,transpose,geometry,0,266,91861,13.571968156048401,
54,flip_lr,geometry,0,266,90855,13.582979891916843,
54,flip_ud,geometry,0,266,90855,13.582979891916843,
54,identity,geometry,0,266,90855,13.582979891916843,
54,rot180,geometry,0,266,90855,13.582979891916843,
54,rot90_ccw_py,geometry,0,266,90855,13.582979891916843,
54,rot90_cw_py,geometry,0,266,90855,13.582979891916843,
54,transpose,geometry,0,266,90855,13.582979891916843,
128,flip_lr,geometry,0,266,89482,13.598207233282288,
128,flip_ud,geometry,0,266,89482,13.598207233282288,
128,identity,geometry,0,266,89482,13.598207233282288,
128,rot180,geometry,0,266,89482,13.598207233282288,
128,rot90_ccw_py,geometry,0,266,89482,13.598207233282288,
128,rot90_cw_py,geometry,0,266,89482,13.598207233282288,
128,transpose,geometry,0,266,89482,13.598207233282288,
205,flip_lr,geometry,0,266,89266,13.600624044716684,
205,flip_ud,geometry,0,266,89266,13.600624044716684,
205,identity,geometry,0,266,89266,13.600624044716684,
205,rot180,geometry,0,266,89266,13.600624044716684,
205,rot90_ccw_py,geometry,0,266,89266,13.600624044716684,
205,rot90_cw_py,geometry,0,266,89266,13.600624044716684,
205,transpose,geometry,0,266,89266,13.600624044716684,
110,flip_lr,geometry,0,266,87213,13.623891318645823,
110,flip_ud,geometry,0,266,87213,13.623891318645823,
110,identity,geometry,0,266,87213,13.623891318645823,
110,rot180,geometry,0,266,87213,13.623891318645823,
110,rot90_ccw_py,geometry,0,266,87213,13.623891318645823,
110,rot90_cw_py,geometry,0,266,87213,13.623891318645823,
110,transpose,geometry,0,266,87213,13.623891318645823,
201,flip_lr,geometry,0,266,86868,13.627854995918858,
201,flip_ud,geometry,0,266,86868,13.627854995918858,
201,identity,geometry,0,266,86868,13.627854995918858,
201,rot180,geometry,0,266,86868,13.627854995918858,
201,rot90_ccw_py,geometry,0,266,86868,13.627854995918858,
201,rot90_cw_py,geometry,0,266,86868,13.627854995918858,
201,transpose,geometry,0,266,86868,13.627854995918858,
396,flip_lr,geometry,0,266,86741,13.629318053970618,
396,flip_ud,geometry,0,266,86741,13.629318053970618,
396,identity,geometry,0,266,86741,13.629318053970618,
396,rot180,geometry,0,266,86741,13.629318053970618,
396,rot90_ccw_py,geometry,0,266,86741,13.629318053970618,
396,rot90_cw_py,geometry,0,266,86741,13.629318053970618,
396,transpose,geometry,0,266,86741,13.629318053970618,
382,flip_lr,geometry,0,266,86049,13.637327819578335,
382,flip_ud,geometry,0,266,86049,13.637327819578335,
382,identity,geometry,0,266,86049,13.637327819578335,
382,rot180,geometry,0,266,86049,13.637327819578335,
382,rot90_ccw_py,geometry,0,266,86049,13.637327819578335,
382,rot90_cw_py,geometry,0,266,86049,13.637327819578335,
382,transpose,geometry,0,266,86049,13.637327819578335,
275,flip_lr,geometry,0,266,83879,13.662869436848247,
275,flip_ud,geometry,0,266,83879,13.662869436848247,
275,identity,geometry,0,266,83879,13.662869436848247,
275,rot180,geometry,0,266,83879,13.662869436848247,
275,rot90_ccw_py,geometry,0,266,83879,13.662869436848247,
275,rot90_cw_py,geometry,0,266,83879,13.662869436848247,
275,transpose,geometry,0,266,83879,13.662869436848247,
313,flip_lr,geometry,0,266,83572,13.666536185257858,
313,flip_ud,geometry,0,266,83572,13.666536185257858,
313,identity,geometry,0,266,83572,13.666536185257858,
313,rot180,geometry,0,266,83572,13.666536185257858,
313,rot90_ccw_py,geometry,0,266,83572,13.666536185257858,
313,rot90_cw_py,geometry,0,266,83572,13.666536185257858,
313,transpose,geometry,0,266,83572,13.666536185257858,
158,flip_lr,geometry,0,266,81918,13.686525974087193,
158,flip_ud,geometry,0,266,81918,13.686525974087193,
158,identity,geometry,0,266,81918,13.686525974087193,
158,rot180,geometry,0,266,81918,13.686525974087193,
158,rot90_ccw_py,geometry,0,266,81918,13.686525974087193,
158,rot90_cw_py,geometry,0,266,81918,13.686525974087193,
158,transpose,geometry,0,266,81918,13.686525974087193,
234,flip_lr,geometry,0,266,81703,13.689154000119816,
234,flip_ud,geometry,0,266,81703,13.689154000119816,
234,identity,geometry,0,266,81703,13.689154000119816,
234,rot180,geometry,0,266,81703,13.689154000119816,
234,rot90_ccw_py,geometry,0,266,81703,13.689154000119816,
234,rot90_cw_py,geometry,0,266,81703,13.689154000119816,
234,transpose,geometry,0,266,81703,13.689154000119816,
383,flip_lr,geometry,0,266,80650,13.702125916446645,
383,flip_ud,geometry,0,266,80650,13.702125916446645,
383,identity,geometry,0,266,80650,13.702125916446645,
383,rot180,geometry,0,266,80650,13.702125916446645,
383,rot90_ccw_py,geometry,0,266,80650,13.702125916446645,
