task_id,family,route,signature_lane,primary_category,transformations,estimated_complexity,grid_size_changed,current_cost,current_points,strict_cost,gain_to_600,gain_to_250,teacher_gain_vs_strict,compiler_lane,compiler_priority_score,next_action,lowering_bias,risk_note
370,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection | Translation,5,False,108290,13.407431907377575,108296,5.195693842649474,6.071162580003376,2.2384425559137657,LOCAL_PREDICATE_FILL_COMPILER,42.033701839183095,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
358,signature_lookup_current,sparse_edit_or_object_completion,,Spatial_and_Geometric,Filling Regions | Object Detection | Tiling | Translation,6,False,113921,13.356739495302836,113999,5.247015300192187,6.122484037546089,1.97890496544629,LOCAL_PREDICATE_FILL_COMPILER,41.95232419873816,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
5,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection | Tiling,7,False,117225,13.328149556042213,117225,5.274920788741639,6.150389526095541,1.7994924266185794,LOCAL_PREDICATE_FILL_COMPILER,41.85063832179331,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
13,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection | Tiling,4,False,116882,13.3310798421544,116882,5.271990502629452,6.147459239983354,0.7701273865072906,LOCAL_PREDICATE_FILL_COMPILER,41.78900904495326,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
286,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Gravity | Object Detection,7,False,162199,13.00342074458367,162199,5.599649600200182,6.475118337554084,0.38017704797538343,LOCAL_PREDICATE_FILL_COMPILER,41.67003812257978,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
64,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Gravity | Translation,5,False,114153,13.354705067178468,114153,5.248365277605384,6.123834014959286,2.3606823164707613,OBJECT_MOVE_COMPILER,41.533090089754054,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
216,signature_lookup_current,crop_or_resize,,Object_Based,Cropping | Object Detection,4,True,103572,13.451977697992342,103572,5.1510926467915095,6.0265613841454115,0.9946343759148668,CROP_SHAPE_COMPILER,41.40038239403696,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
202,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Gravity,7,False,125720,13.258187509088495,125720,5.344882835695357,6.220351573049259,1.8788344817135858,OBJECT_MOVE_COMPILER,41.389423686158125,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
284,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection | Shape Matching | Translation,7,False,101133,13.475808238755878,102032,5.136112113338905,6.011580850692807,2.003884095196378,LOCAL_PREDICATE_FILL_COMPILER,41.32437377224361,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
34,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection | Shifting | Translation,7,False,106316,13.425828929592994,106316,5.177241415190858,6.05271015254476,1.8297964895279506,LOCAL_PREDICATE_FILL_COMPILER,41.31001817485269,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
20,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Reflection | Symmetry Completion,4,False,73049,13.801114272168789,90133,5.012111981034998,5.8875807183889,3.132392510829284,SYMMETRY_LINE_COMPILER,41.27313560186953,"derive orbit/class selector, then lower with sparse D4/line masks","D4/line orbit masks, diagonal basis, small Gather/Where writeback",medium: orientation/class selection must be nonlookup
204,signature_lookup_current,sparse_edit_or_object_completion,,Color_and_Logical,Color Mapping | Filling Regions | Flood Fill | Object Detection,4,False,104544,13.442636685599203,104544,5.160433659184649,6.035902396538551,0.6212074259350526,LOCAL_PREDICATE_FILL_COMPILER,40.89628804342609,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
205,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Color Mapping | Cropping | Filling Regions | Outlier Detection,7,True,112313,13.370955104619776,112313,5.232115240164076,6.107583977517978,1.3173293882470034,CROP_SHAPE_COMPILER,40.87056047277056,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
18,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Gravity | Object Detection | Shifting | Translation,7,False,114578,13.35098890724301,114578,5.252081437540841,6.127550174894743,1.8809424273285966,OBJECT_MOVE_COMPILER,40.83577721565355,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
110,signature_lookup_current,same_shape_global_transform,,Pattern_Recognition,Filling Regions,3,False,108361,13.40677647534595,109201,5.2040158445440206,6.079484581897923,0.9469148810228063,REGION_FILL_COMPILER,40.64634233821394,seek closed-form component masks; avoid unrolled flood fill,closed-form masks/prefix or component artifact mining; reject naive flood unroll,high cost risk: naive full-grid fill is too expensive
126,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Object Detection | Sorting,6,False,86091,13.636839844664504,86091,4.966230500119348,5.84169923747325,3.062383194484042,LOCAL_PREDICATE_FILL_COMPILER,40.39283274185776,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
382,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Filling Regions | Gravity | Object Detection | Shifting | Translation,6,False,107354,13.416112936092428,107354,5.186957408691423,6.0624261460453255,1.0621105843559242,LOCAL_PREDICATE_FILL_COMPILER,40.21678527809804,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
198,line_grid_fill,same_shape_global_transform,,Pattern_Recognition,Color Mapping | Filling Regions,4,False,103821,13.449576458609688,103821,5.153493886174164,6.0289626235280664,0.0,LOCAL_PREDICATE_FILL_COMPILER,39.922838266460595,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
208,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection | Translation,5,False,92273,13.56749314667969,92273,5.035577198104162,5.9110459354580644,2.138284997363426,LOCAL_PREDICATE_FILL_COMPILER,39.42276563408572,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
300,signature_lookup_current,crop_or_resize,,Object_Based,Cropping | Object Detection,4,True,77546,13.741373412351637,77546,4.861696932432215,5.737165669786117,1.761379443688151,CROP_SHAPE_COMPILER,39.31412570954112,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
25,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Filling Regions | Gravity | Object Detection | Shifting | Translation,7,False,89286,13.600400020341894,89286,5.002670324441958,5.87813906179586,2.15669561680866,LOCAL_PREDICATE_FILL_COMPILER,39.25294032128035,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
239,signature_lookup_current,crop_or_resize,,Object_Based,Color Mapping | Filling Regions | Sorting | Translation,6,True,94477,13.54388830238479,94477,5.059182042399062,5.934650779752964,1.6822773533059525,CROP_SHAPE_COMPILER,38.88038323376891,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
187,point_to_line_pattern,same_shape_global_transform,,Pattern_Recognition,Color Mapping | Filling Regions,5,False,105313,13.435307852707972,105313,5.16776249207588,6.043231229429782,0.0,LOCAL_PREDICATE_FILL_COMPILER,38.50844990187089,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
29,signature_lookup_current,crop_or_resize,,Spatial_and_Geometric,Cropping,2,True,97117,13.516328283804857,97117,5.086742060978995,5.962210798332897,0.3112807275809235,CROP_SHAPE_COMPILER,38.48924840666096,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
201,signature_lookup_current,crop_or_resize,,Object_Based,Cropping | Filling Regions | Object Detection,5,True,92700,13.562876248446054,92700,5.040194096337798,5.9156628336917,1.428195686559821,CROP_SHAPE_COMPILER,38.385333057282125,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
281,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Filling Regions | Magnification,5,False,88615,13.60794357751076,88615,4.995126767273092,5.870595504626994,1.548159651366749,LOCAL_PREDICATE_FILL_COMPILER,38.294875030104286,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
2,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection,5,False,97293,13.514517676859928,97293,5.088552667923924,5.964021405277826,1.0647796035162855,LOCAL_PREDICATE_FILL_COMPILER,38.13036036223358,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
206,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Object Detection | Translation,4,False,61386,13.975062924893004,61387,4.628023710117526,5.503492447471428,2.5496243780161354,OBJECT_MOVE_COMPILER,38.09445377714497,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
128,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Gravity | Shifting,4,False,95024,13.538115229744358,95042,5.06514452292995,5.940613260283852,0.6680035212796209,OBJECT_MOVE_COMPILER,37.89474736891474,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
170,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Color Mapping | Cropping | Filling Regions | Object Detection,6,True,78564,13.728331141770909,78564,4.874739203012943,5.750207940366845,1.7442575289073403,CROP_SHAPE_COMPILER,37.86669646085428,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
118,signature_lookup_current,sparse_edit_or_object_completion,,Color_and_Logical,Color Mapping | Filling Regions | Object Detection | Outlier Detection,4,False,60026,13.997466919324204,60026,4.605603425459648,5.48107216281355,1.7921927086996128,LOCAL_PREDICATE_FILL_COMPILER,37.823784565222915,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
36,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Color Mapping | Cropping | Filling Regions | Object Detection,6,True,79944,13.710918331458375,79962,4.8923771455916345,5.767845882945537,1.6144779802739748,CROP_SHAPE_COMPILER,37.77785479337638,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
51,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Gravity | Object Detection,7,False,68429,13.866448009633856,68437,4.736739237814048,5.61220797516795,2.2132798329498353,LOCAL_PREDICATE_FILL_COMPILER,37.742230125724646,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
109,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Color Mapping | Object Detection | Reflection | Symmetry Completion,5,True,94878,13.539652865248629,94878,5.063417479535223,5.938886216889125,0.8953320760357588,CROP_SHAPE_COMPILER,37.72537794068058,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
303,signature_lookup_current,sparse_edit_or_object_completion,,Color_and_Logical,Color Mapping | Filling Regions,2,False,80710,13.701382237681582,80710,4.90168810710227,5.777156844456172,0.4329678542520785,LOCAL_PREDICATE_FILL_COMPILER,37.56145537340735,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
363,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Outlier Detection,4,False,54241,14.098807640977503,54241,4.504262703806349,5.379731441160251,1.9680558152104677,LOCAL_PREDICATE_FILL_COMPILER,37.479534895069406,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
364,signature_lookup_current,sparse_edit_or_object_completion,,Color_and_Logical,Color Mapping | Object Detection | Shape Matching,3,False,77859,13.737345222483407,77859,4.865725122300445,5.741193859654347,1.09392249764762,COLOR_ROLE_COMPILER,37.337109429689704,profile examples and synthesize nonlookup rule,small one-hot color-role map or scalar compare chain; reject dynamic MatMul lookup,low-medium: hidden color roles must generalize
9,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection,5,False,81241,13.69482467517415,81241,4.908245669609702,5.783714406963604,1.2357073407088865,LOCAL_PREDICATE_FILL_COMPILER,37.30490997813715,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
398,crop_resize,crop_or_resize,,Pattern_Recognition,Line Extrapolation | Shifting,3,True,84295,13.657922169750098,84295,4.945148175033754,5.820616912387656,0.0,CROP_SHAPE_COMPILER,37.172763999618134,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
90,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Outlier Detection,5,False,63354,13.94350667496543,63354,4.6595636698184215,5.535032407172324,2.065553518093761,LOCAL_PREDICATE_FILL_COMPILER,37.05758724546678,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
365,signature_lookup_current,crop_or_resize,,Spatial_and_Geometric,Cropping,2,True,58814,14.01786479921536,58814,4.585205545568492,5.460674282922394,1.3361885637883066,CROP_SHAPE_COMPILER,37.01739106850902,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
264,signature_lookup_current,crop_or_resize,,Object_Based,Color Mapping | Cropping | Filling Regions | Object Detection | Sorting,7,True,79536,13.716034971665547,79536,4.887035373118305,5.762504110472207,1.1282023979778675,CROP_SHAPE_COMPILER,37.01639078509224,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
69,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Swapping | Object Detection | Translation,5,False,84250,13.658456151785392,84250,4.9446141929984595,5.820082930352362,1.5289114140225664,OBJECT_MOVE_COMPILER,36.96292722844022,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
159,signature_lookup_current,crop_or_resize,,Object_Based,Color Mapping | Cropping | Filling Regions | Object Detection | Shape Matching | Shifting,7,True,89501,13.597994922615115,89501,5.005075422168737,5.880544159522639,0.6077702674453,CROP_SHAPE_COMPILER,36.94398288359598,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
379,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection | Shifting | Translation,6,False,72499,13.808671952355807,72499,4.794398392428045,5.669867129781947,1.3474312765217018,LOCAL_PREDICATE_FILL_COMPILER,36.78941221876644,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
177,signature_lookup_current,crop_or_resize,,Object_Based,Background Separation | Cropping | Object Detection,3,True,61194,13.978195575521427,61194,4.624874769262425,5.500343506616327,0.9711476487258235,CROP_SHAPE_COMPILER,36.707845038078894,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
19,signature_lookup_current,crop_or_resize,,Spatial_and_Geometric,Color Mapping | Cropping | Filling Regions | Object Detection | Tiling,5,True,81346,13.69353305881371,81346,4.909537285970142,5.785006023324044,0.7091824192487195,CROP_SHAPE_COMPILER,36.52287229410954,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
384,signature_lookup_current,crop_or_resize,,Spatial_and_Geometric,Object Detection | Symmetry Completion | Tiling | Translation,5,True,74722,13.778470160860206,74722,4.824600183923646,5.700068921277548,1.0463752733485698,CROP_SHAPE_COMPILER,36.51903896298034,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
280,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection | Shifting | Translation,7,False,90506,13.586828574167079,90506,5.016241770616773,5.891710507970675,0.2495906937065797,LOCAL_PREDICATE_FILL_COMPILER,36.473711613676116,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
203,region_partition_fill,sparse_edit_or_object_completion,,Color_and_Logical,Color Mapping,2,False,88402,13.610350127195805,88402,4.992720217588047,5.8681889549419495,0.0,COLOR_ROLE_COMPILER,36.45819625494389,profile examples and synthesize nonlookup rule,small one-hot color-role map or scalar compare chain; reject dynamic MatMul lookup,low-medium: hidden color roles must generalize
162,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Outlier Detection,5,False,63291,13.944501582071068,63291,4.658568762712784,5.534037500066686,1.6605890166183155,LOCAL_PREDICATE_FILL_COMPILER,36.44417105061979,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
255,same_shape_global_transform,same_shape_global_transform,,Pattern_Recognition,Color Mapping | Filling Regions | Flood Fill,4,False,74403,13.782748457411104,74403,4.820321887372748,5.69579062472665,0.0,LOCAL_PREDICATE_FILL_COMPILER,36.42380627365209,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
340,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Gravity | Shifting | Sorting | Translation,7,False,70342,13.83887566105239,70342,4.764194683731462,5.6396634210853644,1.8610346748278204,OBJECT_MOVE_COMPILER,36.37859506404612,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
