example_idx,component_idx,is_positive_component,size,bbox_h,bbox_w,bbox_area,is_rectangle,touches_grid_border,boundary_colors,ray4_all_cells,adj_any_all_cells,holes_in_bbox
60,3,True,8,3,3,9,False,False,[2],True,True,1
60,4,False,4,2,2,4,True,True,[2],False,True,0
61,0,False,80,10,10,100,False,True,[2],False,False,20
61,1,True,6,2,3,6,True,False,[2],True,True,0
62,0,False,105,11,11,121,False,True,[2],False,False,16
62,1,True,4,2,2,4,True,False,[2],True,True,0
63,0,False,55,12,12,144,False,True,[2],False,False,89
63,1,False,6,2,3,6,True,True,[2],False,True,0
63,2,True,8,2,4,8,True,False,[2],True,True,0
63,3,False,8,2,4,8,True,True,[2],False,True,0
63,4,False,10,3,4,12,False,True,[2],False,True,2
63,5,False,5,1,5,5,True,True,[2],False,True,0
64,0,False,57,9,9,81,False,True,[2],False,False,24
64,1,True,8,4,2,8,True,False,[2],True,True,0
65,0,False,47,11,11,121,False,True,[2],False,False,74
65,1,True,6,3,2,6,True,False,[2],True,True,0
65,2,False,12,4,4,16,False,True,[2],False,True,4
65,3,True,8,2,4,8,True,False,[2],True,True,0
66,0,False,40,9,9,81,False,True,[2],False,False,41
66,1,False,10,3,4,12,False,True,[2],False,True,2
66,2,True,6,3,2,6,True,False,[2],True,True,0
67,0,False,32,10,10,100,False,True,[2],False,False,68
67,1,False,10,3,4,12,False,True,[2],False,False,2
67,2,True,4,2,2,4,True,False,[2],True,True,0
67,3,False,8,3,3,9,False,True,[2],False,True,1
67,4,False,8,3,3,9,False,True,[2],False,False,1
68,0,False,62,12,12,144,False,True,[2],False,False,82
68,1,True,4,2,2,4,True,False,[2],True,True,0
68,2,False,10,3,4,12,False,True,[2],False,True,2
68,3,False,14,6,3,18,False,True,[2],False,False,4
68,4,True,6,3,2,6,True,False,[2],True,True,0
68,5,False,4,2,2,4,True,True,[2],False,True,0
69,0,False,17,3,9,27,False,True,[2],False,False,10
69,1,False,12,4,4,16,False,True,[2],False,True,4
69,2,True,10,4,3,12,False,False,[2],True,True,2
69,3,False,8,2,4,8,True,True,[2],False,False,0
70,0,False,70,11,11,121,False,True,[2],False,False,51
70,1,True,6,3,2,6,True,False,[2],True,True,0
70,2,False,6,3,2,6,True,True,[2],False,False,0
70,3,True,4,2,2,4,True,False,[2],True,True,0
71,0,False,55,12,12,144,False,True,[2],False,False,89
71,1,False,10,3,4,12,False,True,[2],False,False,2
71,2,True,6,3,2,6,True,False,[2],True,True,0
71,3,True,8,4,2,8,True,False,[2],True,True,0
71,4,False,12,4,4,16,False,True,[2],False,False,4
72,0,False,62,12,12,144,False,True,[2],False,False,82
72,1,False,10,3,4,12,False,True,[2],False,True,2
72,2,True,4,2,2,4,True,False,[2],True,True,0
72,3,False,5,1,5,5,True,True,[2],False,True,0
72,4,True,4,2,2,4,True,False,[2],True,True,0
72,5,False,8,2,4,8,True,True,[2],False,True,0
73,0,False,80,10,10,100,False,True,[2],False,False,20
73,1,True,6,3,2,6,True,False,[2],True,True,0
74,0,False,8,2,4,8,True,True,[2],False,False,0
74,1,False,9,3,3,9,True,True,[2],False,False,0
74,2,False,14,6,5,30,False,True,[2],False,False,16
74,3,True,8,4,2,8,True,False,[2],True,True,0
74,4,False,6,2,3,6,True,True,[2],False,True,0
75,0,False,28,8,8,64,False,True,[2],False,False,36
75,1,True,12,4,4,16,False,False,[2],True,True,4
76,0,False,124,12,12,144,False,True,[2],False,False,20
76,1,True,6,2,3,6,True,False,[2],True,True,0
77,0,False,64,10,10,100,False,True,[2],False,False,36
77,1,True,8,2,4,8,True,False,[2],True,True,0
77,2,False,4,2,2,4,True,True,[2],False,True,0
78,0,False,40,12,12,144,False,True,[2],False,False,104
78,1,False,8,2,4,8,True,True,[2],False,True,0
78,2,True,10,4,3,12,False,False,[2],True,True,2
78,3,False,15,3,5,15,True,True,[2],False,False,0
78,4,False,8,3,3,9,False,True,[2],False,True,1
78,5,False,6,3,2,6,True,True,[2],False,True,0
78,6,False,6,3,2,6,True,True,[2],False,True,0
79,0,False,46,10,10,100,False,True,[2],False,False,54
79,1,True,4,2,2,4,True,False,[2],True,True,0
79,2,True,4,2,2,4,True,False,[2],True,True,0
79,3,False,12,4,4,16,False,True,[2],False,True,4
80,0,False,92,12,12,144,False,True,[2],False,False,52
80,1,True,6,2,3,6,True,False,[2],True,True,0
80,2,False,4,2,2,4,True,True,[2],False,True,0
80,3,True,6,3,2,6,True,False,[2],True,True,0
81,0,False,49,10,10,100,False,True,[2],False,False,51
81,1,False,6,2,3,6,True,True,[2],False,True,0
81,2,True,4,2,2,4,True,False,[2],True,True,0
81,3,False,8,4,2,8,True,True,[2],False,True,0
81,4,False,6,2,3,6,True,True,[2],False,False,0
82,0,False,34,8,8,64,False,True,[2],False,False,30
82,1,True,10,3,4,12,False,False,[2],True,True,2
83,0,False,95,12,12,144,False,True,[2],False,False,49
83,1,True,8,4,2,8,True,False,[2],True,True,0
83,2,True,8,3,3,9,False,False,[2],True,True,1
84,0,False,62,10,10,100,False,True,[2],False,False,38
84,1,False,8,2,4,8,True,True,[2],False,False,0
84,2,True,6,2,3,6,True,False,[2],True,True,0
85,0,False,10,3,4,12,False,True,[2],False,True,2
85,1,False,36,12,8,96,False,True,[2],False,False,60
85,2,False,12,4,4,16,False,True,[2],False,True,4
85,3,False,12,4,4,16,False,True,[2],False,True,4
85,4,True,8,4,2,8,True,False,[2],True,True,0
86,0,False,45,9,9,81,False,True,[2],False,False,36
86,1,True,12,4,4,16,False,False,[2],True,True,4
87,0,False,19,11,5,55,False,True,[2],False,False,36
87,1,False,6,3,2,6,True,True,[2],False,True,0
87,2,True,10,3,4,12,False,False,[2],True,True,2
87,3,False,36,6,6,36,True,True,[2],False,False,0
87,4,True,8,4,2,8,True,False,[2],True,True,0
88,0,False,58,11,11,121,False,True,[2],False,False,63
88,1,True,4,2,2,4,True,False,[2],True,True,0
88,2,False,6,3,2,6,True,True,[2],False,False,0
88,3,True,6,2,3,6,True,False,[2],True,True,0
88,4,False,8,3,3,9,False,True,[2],False,False,1
89,0,False,51,9,9,81,False,True,[2],False,False,30
89,1,True,10,4,3,12,False,False,[2],True,True,2
90,0,False,8,3,3,9,False,True,[2],False,False,1
90,1,False,34,6,7,42,False,True,[2],False,False,8
90,2,False,33,7,11,77,False,True,[2],False,False,44
90,3,True,8,2,4,8,True,False,[2],True,True,0
90,4,False,6,2,3,6,True,True,[2],False,True,0
91,0,False,119,12,12,144,False,True,[2],False,False,25
91,1,True,8,3,3,9,False,False,[2],True,True,1
92,0,False,70,10,10,100,False,True,[2],False,False,30
92,1,True,10,4,3,12,False,False,[2],True,True,2
93,0,False,41,9,9,81,False,True,[2],False,False,40
93,1,True,10,4,3,12,False,False,[2],True,True,2
93,2,False,8,2,4,8,True,True,[2],False,False,0
94,0,False,4,2,2,4,True,True,[2],False,True,0
94,1,True,10,3,4,12,False,False,[2],True,True,2
94,2,False,13,6,3,18,False,True,[2],False,False,5
94,3,False,10,4,3,12,False,True,[2],False,True,2
94,4,False,8,4,2,8,True,True,[2],False,False,0
95,0,False,4,4,1,4,True,True,[2],False,True,0
95,1,False,8,3,3,9,False,True,[2],False,True,1
95,2,False,16,8,2,16,True,True,[2],False,False,0
95,3,True,8,2,4,8,True,False,[2],True,True,0
96,0,False,80,11,11,121,False,True,[2],False,False,41
96,1,True,4,2,2,4,True,False,[2],True,True,0
96,2,True,8,3,3,9,False,False,[2],True,True,1
97,0,False,8,4,2,8,True,True,[2],False,False,0
97,1,False,48,11,8,88,False,True,[2],False,False,40
97,2,True,6,2,3,6,True,False,[2],True,True,0
97,3,False,4,2,2,4,True,True,[2],False,True,0
97,4,False,6,3,2,6,True,True,[2],False,False,0
97,5,True,4,2,2,4,True,False,[2],True,True,0
97,6,False,4,2,2,4,True,True,[2],False,False,0
98,0,False,40,7,10,70,False,True,[2],False,False,30
98,1,True,12,4,4,16,False,False,[2],True,True,4
98,2,False,8,2,4,8,True,True,[2],False,False,0
98,3,False,8,2,4,8,True,True,[2],False,False,0
99,0,False,4,1,4,4,True,True,[2],False,True,0
99,1,False,4,2,2,4,True,True,[2],False,True,0
99,2,True,4,2,2,4,True,False,[2],True,True,0
99,3,False,6,2,3,6,True,True,[2],False,True,0
99,4,False,40,6,10,60,False,True,[2],False,False,20
99,5,True,6,3,2,6,True,False,[2],True,True,0
100,0,False,63,10,10,100,False,True,[2],False,False,37
100,1,False,6,3,2,6,True,True,[2],False,False,0
100,2,True,8,2,4,8,True,False,[2],True,True,0
101,0,False,65,12,12,144,False,True,[2],False,False,79
101,1,False,8,2,4,8,True,True,[2],False,True,0
101,2,False,4,2,2,4,True,True,[2],False,True,0
101,3,True,10,3,4,12,False,False,[2],True,True,2
101,4,False,10,4,3,12,False,True,[2],False,False,2
102,0,False,37,6,12,72,False,True,[2],False,False,35
102,1,True,8,4,2,8,True,False,[2],True,True,0
102,2,True,8,2,4,8,True,False,[2],True,True,0
102,3,False,6,3,2,6,True,True,[2],False,False,0
102,4,False,31,5,12,60,False,True,[2],False,False,29
102,5,True,8,3,3,9,False,False,[2],True,True,1
103,0,False,44,8,8,64,False,True,[2],False,False,20
103,1,True,6,3,2,6,True,False,[2],True,True,0
104,0,False,64,12,8,96,False,True,[2],False,False,32
104,1,False,8,3,3,9,False,True,[2],False,True,1
104,2,True,8,3,3,9,False,False,[2],True,True,1
104,3,False,21,7,3,21,True,True,[2],False,False,0
104,4,False,6,3,2,6,True,True,[2],False,True,0
105,0,False,41,11,7,77,False,True,[2],False,False,36
105,1,True,8,4,2,8,True,False,[2],True,True,0
105,2,True,12,4,4,16,False,False,[2],True,True,4
105,3,False,20,5,4,20,True,True,[2],False,False,0
106,0,False,108,12,12,144,False,True,[2],False,False,36
106,1,True,12,4,4,16,False,False,[2],True,True,4
107,0,False,51,9,9,81,False,True,[2],False,False,30
107,1,True,10,4,3,12,False,False,[2],True,True,2
108,0,False,5,1,5,5,True,True,[2],False,True,0
108,1,False,10,3,4,12,False,True,[2],False,True,2
108,2,True,10,4,3,12,False,False,[2],True,True,2
108,3,False,62,7,11,77,False,True,[2],False,False,15
109,0,False,32,8,5,40,False,True,[2],False,False,8
109,1,True,6,2,3,6,True,False,[2],True,True,0
109,2,False,6,3,2,6,True,True,[2],False,False,0
110,0,False,6,3,2,6,True,True,[2],False,True,0
110,1,False,67,12,12,144,False,True,[2],False,False,77
110,2,False,8,3,3,9,False,True,[2],False,True,1
110,3,True,6,3,2,6,True,False,[2],True,True,0
110,4,True,8,2,4,8,True,False,[2],True,True,0
111,0,False,7,2,5,10,False,True,[2],False,False,3
111,1,False,8,4,2,8,True,True,[2],False,False,0
111,2,True,4,2,2,4,True,False,[2],True,True,0
111,3,False,4,2,2,4,True,True,[2],False,True,0
111,4,False,2,2,1,2,True,True,[2],False,True,0
111,5,False,8,2,4,8,True,True,[2],False,False,0
111,6,False,2,2,1,2,True,True,[2],False,True,0
112,0,False,70,10,10,100,False,True,[2],False,False,30
112,1,True,10,4,3,12,False,False,[2],True,True,2
113,0,False,14,10,5,50,False,True,[2],False,False,36
113,1,False,6,3,2,6,True,True,[2],False,True,0
113,2,False,16,5,5,25,False,True,[2],False,False,9
113,3,False,4,2,2,4,True,True,[2],False,True,0
113,4,True,8,4,2,8,True,False,[2],True,True,0
113,5,False,12,4,4,16,False,True,[2],False,False,4
114,0,False,57,9,9,81,False,True,[2],False,False,24
114,1,True,8,2,4,8,True,False,[2],True,True,0
115,0,False,86,11,11,121,False,True,[2],False,False,35
115,1,False,6,3,2,6,True,True,[2],False,False,0
115,2,True,6,2,3,6,True,False,[2],True,True,0
116,0,False,80,12,12,144,False,True,[2],False,False,64
116,1,True,8,2,4,8,True,False,[2],True,True,0
116,2,False,8,2,4,8,True,True,[2],False,True,0
116,3,False,8,2,4,8,True,True,[2],False,True,0
117,0,False,40,6,10,60,False,True,[2],False,False,20
117,1,True,8,2,4,8,True,False,[2],True,True,0
117,2,False,4,2,2,4,True,True,[2],False,True,0
117,3,True,8,2,4,8,True,False,[2],True,True,0
117,4,False,6,3,4,12,False,True,[2],False,True,6
118,0,False,63,10,10,100,False,True,[2],False,False,37
118,1,False,6,2,3,6,True,True,[2],False,False,0
118,2,True,8,3,3,9,False,False,[2],True,True,1
119,0,False,75,12,12,144,False,True,[2],False,False,69
119,1,False,6,2,3,6,True,True,[2],False,False,0
119,2,True,10,4,3,12,False,False,[2],True,True,2
119,3,True,8,4,2,8,True,False,[2],True,True,0
120,0,False,50,12,12,144,False,True,[2],False,False,94
120,1,False,8,3,3,9,False,True,[2],False,True,1
120,2,True,8,3,3,9,False,False,[2],True,True,1
120,3,True,10,3,4,12,False,False,[2],True,True,2
120,4,True,8,3,3,9,False,False,[2],True,True,1
121,0,False,14,2,9,18,False,True,[2],False,False,4
121,1,False,8,3,3,9,False,True,[2],False,True,1
121,2,True,10,3,4,12,False,False,[2],True,True,2
121,3,False,21,3,9,27,False,True,[2],False,False,6
122,0,False,102,12,12,144,False,True,[2],False,False,42
122,1,True,8,2,4,8,True,False,[2],True,True,0
122,2,False,8,4,2,8,True,True,[2],False,False,0
123,0,False,8,3,6,18,False,True,[2],False,True,10
123,1,False,6,2,3,6,True,True,[2],False,False,0
123,2,False,8,2,4,8,True,True,[2],False,True,0
123,3,True,6,2,3,6,True,False,[2],True,True,0
123,4,False,19,5,5,25,False,True,[2],False,False,6
123,5,False,9,3,3,9,True,True,[2],False,False,0
123,6,False,4,2,2,4,True,True,[2],False,True,0
124,0,False,85,12,12,144,False,True,[2],False,False,59
124,1,False,4,2,2,4,True,True,[2],False,True,0
124,2,False,6,2,3,6,True,True,[2],False,True,0
124,3,True,4,2,2,4,True,False,[2],True,True,0
124,4,False,6,3,2,6,True,True,[2],False,False,0
125,0,False,57,10,10,100,False,True,[2],False,False,43
125,1,False,10,4,3,12,False,True,[2],False,True,2
125,2,True,6,2,3,6,True,False,[2],True,True,0
126,0,False,49,9,9,81,False,True,[2],False,False,32
126,1,False,6,3,2,6,True,True,[2],False,True,0
126,2,True,6,3,2,6,True,False,[2],True,True,0
127,0,False,9,4,3,12,False,True,[2],False,False,3
127,1,False,4,2,2,4,True,True,[2],False,True,0
127,2,False,21,6,5,30,False,True,[2],False,False,9
127,3,True,12,4,4,16,False,False,[2],True,True,4
127,4,False,8,3,3,9,False,True,[2],False,True,1
127,5,False,4,2,2,4,True,True,[2],False,True,0
127,6,False,19,2,11,22,False,True,[2],False,False,3
128,0,False,76,10,10,100,False,True,[2],False,False,24
128,1,True,8,2,4,8,True,False,[2],True,True,0
129,0,False,61,12,12,144,False,True,[2],False,False,83
129,1,False,8,4,2,8,True,True,[2],False,True,0
129,2,False,8,4,2,8,True,True,[2],False,False,0
129,3,True,6,3,2,6,True,False,[2],True,True,0
129,4,False,9,3,3,9,True,True,[2],False,False,0
129,5,False,8,3,3,9,False,True,[2],False,True,1
130,0,False,51,11,6,66,False,True,[2],False,False,15
