label,name,dur,output_type_shape
strict_exp005,InsertedPrecisionFreeCast_safe_name_144,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_124,45,"[{""uint8"": [1, 1, 900]}]"
strict_exp005,safe_name_132,21,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_140,24,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_131,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_139,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_130,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_138,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_129,22,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_137,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_128,19,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_136,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_127,93,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_135,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_126,19,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_134,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_125,18,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_133,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_141,32,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_142,18,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_143,21,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_145,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_146,17,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_147,16,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_148,19,"[{""float"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_149,17,"[{""bool"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_150,18,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_151,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_63,18,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_64,18,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_113,16,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_65,18,"[{""uint8"": [1, 1, 900]}]"
strict_exp005,safe_name_101,19,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_109,24,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_99,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_108,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_94,30,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_107,20,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_90,16,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_106,37,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_83,48,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_105,24,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_81,25,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_104,22,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_76,26,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_103,21,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_72,25,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_102,24,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_110,40,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_111,24,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_112,27,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_114,23,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_115,23,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_116,22,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_117,24,"[{""float"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_118,23,"[{""bool"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_119,23,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_120,22,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_246,32,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_247,24,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_251,24,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_245,23,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_214,23,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_183,23,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_152,24,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_121,23,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_268,73,"[{""float"": [1, 10, 10, 10]}]"
strict_exp005,output,49,"[{""float"": [1, 10, 30, 30]}]"
strict_exp005,InsertedPrecisionFreeCast_output,28,"[{""float16"": [1, 10, 30, 30]}]"
teacher_exp023,safe_name_6,72,"[{""float"": [11]}]"
teacher_exp023,safe_name_7,31,"[{""float"": [24, 11]}]"
teacher_exp023,safe_name_8,23,"[{""float"": [24, 11]}]"
teacher_exp023,safe_name_9,28,"[{""float"": [24]}]"
teacher_exp023,safe_name_10,21,"[{""bool"": [24]}]"
teacher_exp023,safe_name_11,20,"[{""float"": [24]}]"
teacher_exp023,safe_name_12,18,"[{""float"": [1, 24]}]"
teacher_exp023,safe_name_16,33,"[{""float"": [1, 6]}]"
teacher_exp023,safe_name_17,20,"[{""float"": [6]}]"
teacher_exp023,safe_name_13,20,"[{""float"": [1, 24]}]"
teacher_exp023,safe_name_14,18,"[{""float"": [6, 4]}]"
teacher_exp023,safe_name_15,19,"[{""int64"": [6, 4]}]"
teacher_exp023,output,37,"[{""float"": [1, 10, 30, 30]}]"
