label,idx,name,op_type,inputs,outputs,attr_count
strict_exp005,70,safe_name_95,Add,safe_name_39|safe_name_51,safe_name_95,0
strict_exp005,71,safe_name_96,Clip,safe_name_95|safe_name_6|safe_name_11,safe_name_96,0
strict_exp005,72,safe_name_97,Mul,safe_name_96|safe_name_12,safe_name_97,0
strict_exp005,73,safe_name_98,Add,safe_name_97|safe_name_87,safe_name_98,0
strict_exp005,74,safe_name_99,Gather,safe_name_65|safe_name_98,safe_name_99,1
strict_exp005,75,safe_name_100,Add,safe_name_97|safe_name_92,safe_name_100,0
strict_exp005,76,safe_name_101,Gather,safe_name_65|safe_name_100,safe_name_101,1
strict_exp005,77,safe_name_102,Cast,safe_name_72,safe_name_102,1
strict_exp005,78,safe_name_103,Cast,safe_name_76,safe_name_103,1
strict_exp005,79,safe_name_104,Cast,safe_name_81,safe_name_104,1
strict_exp005,80,safe_name_105,Cast,safe_name_83,safe_name_105,1
strict_exp005,81,safe_name_106,Cast,safe_name_90,safe_name_106,1
strict_exp005,82,safe_name_107,Cast,safe_name_94,safe_name_107,1
strict_exp005,83,safe_name_108,Cast,safe_name_99,safe_name_108,1
strict_exp005,84,safe_name_109,Cast,safe_name_101,safe_name_109,1
strict_exp005,85,safe_name_110,Sum,safe_name_102|safe_name_103|safe_name_104|safe_name_105|safe_name_106|safe_name_107|safe_name_108|safe_name_109,safe_name_110,0
strict_exp005,86,safe_name_111,Greater,safe_name_110|safe_name_9,safe_name_111,0
strict_exp005,87,safe_name_112,Where,safe_name_111|safe_name_61|safe_name_14,safe_name_112,0
strict_exp005,88,safe_name_113,Cast,safe_name_64,safe_name_113,1
strict_exp005,89,safe_name_114,Sub,safe_name_112|safe_name_113,safe_name_114,0
strict_exp005,90,safe_name_115,Greater,safe_name_114|safe_name_9,safe_name_115,0
strict_exp005,91,safe_name_116,Cast,safe_name_115,safe_name_116,1
strict_exp005,92,safe_name_117,ReduceSum,safe_name_116,safe_name_117,2
strict_exp005,93,safe_name_118,Equal,safe_name_117|safe_name_8,safe_name_118,0
strict_exp005,94,safe_name_119,And,safe_name_115|safe_name_118,safe_name_119,0
strict_exp005,95,safe_name_120,Cast,safe_name_119,safe_name_120,1
strict_exp005,96,safe_name_121,Add,safe_name_113|safe_name_120,safe_name_121,0
strict_exp005,97,safe_name_122,Gather,safe_name_27|safe_name_3,safe_name_122,1
strict_exp005,98,safe_name_123,Gather,safe_name_122|safe_name_3,safe_name_123,1
strict_exp005,99,safe_name_124,Reshape,safe_name_27|safe_name_5,safe_name_124,0
strict_exp005,100,safe_name_125,Gather,safe_name_124|safe_name_71,safe_name_125,1
strict_exp005,101,safe_name_126,Gather,safe_name_124|safe_name_75,safe_name_126,1
strict_exp005,102,safe_name_127,Gather,safe_name_124|safe_name_80,safe_name_127,1
strict_exp005,103,safe_name_128,Gather,safe_name_124|safe_name_82,safe_name_128,1
strict_exp005,104,safe_name_129,Gather,safe_name_124|safe_name_89,safe_name_129,1
strict_exp005,105,safe_name_130,Gather,safe_name_124|safe_name_93,safe_name_130,1
strict_exp005,106,safe_name_131,Gather,safe_name_124|safe_name_98,safe_name_131,1
strict_exp005,107,safe_name_132,Gather,safe_name_124|safe_name_100,safe_name_132,1
strict_exp005,108,safe_name_133,Cast,safe_name_125,safe_name_133,1
strict_exp005,109,safe_name_134,Cast,safe_name_126,safe_name_134,1
strict_exp005,110,safe_name_135,Cast,safe_name_127,safe_name_135,1
strict_exp005,111,safe_name_136,Cast,safe_name_128,safe_name_136,1
strict_exp005,112,safe_name_137,Cast,safe_name_129,safe_name_137,1
strict_exp005,113,safe_name_138,Cast,safe_name_130,safe_name_138,1
strict_exp005,114,safe_name_139,Cast,safe_name_131,safe_name_139,1
strict_exp005,115,safe_name_140,Cast,safe_name_132,safe_name_140,1
strict_exp005,116,safe_name_141,Sum,safe_name_133|safe_name_134|safe_name_135|safe_name_136|safe_name_137|safe_name_138|safe_name_139|safe_name_140,safe_name_141,0
strict_exp005,117,safe_name_142,Greater,safe_name_141|safe_name_9,safe_name_142,0
strict_exp005,118,safe_name_143,Where,safe_name_142|safe_name_61|safe_name_14,safe_name_143,0
strict_exp005,119,safe_name_144,Cast,safe_name_123,safe_name_144,1
strict_exp005,120,safe_name_145,Sub,safe_name_143|safe_name_144,safe_name_145,0
strict_exp005,121,safe_name_146,Greater,safe_name_145|safe_name_9,safe_name_146,0
strict_exp005,122,safe_name_147,Cast,safe_name_146,safe_name_147,1
strict_exp005,123,safe_name_148,ReduceSum,safe_name_147,safe_name_148,2
strict_exp005,124,safe_name_149,Equal,safe_name_148|safe_name_8,safe_name_149,0
strict_exp005,125,safe_name_150,And,safe_name_146|safe_name_149,safe_name_150,0
strict_exp005,126,safe_name_151,Cast,safe_name_150,safe_name_151,1
strict_exp005,127,safe_name_152,Add,safe_name_144|safe_name_151,safe_name_152,0
strict_exp005,128,safe_name_153,Gather,safe_name_28|safe_name_3,safe_name_153,1
strict_exp005,129,safe_name_154,Gather,safe_name_153|safe_name_3,safe_name_154,1
strict_exp005,130,safe_name_155,Reshape,safe_name_28|safe_name_5,safe_name_155,0
strict_exp005,131,safe_name_156,Gather,safe_name_155|safe_name_71,safe_name_156,1
strict_exp005,132,safe_name_157,Gather,safe_name_155|safe_name_75,safe_name_157,1
strict_exp005,133,safe_name_158,Gather,safe_name_155|safe_name_80,safe_name_158,1
strict_exp005,134,safe_name_159,Gather,safe_name_155|safe_name_82,safe_name_159,1
strict_exp005,135,safe_name_160,Gather,safe_name_155|safe_name_89,safe_name_160,1
strict_exp005,136,safe_name_161,Gather,safe_name_155|safe_name_93,safe_name_161,1
strict_exp005,137,safe_name_162,Gather,safe_name_155|safe_name_98,safe_name_162,1
strict_exp005,138,safe_name_163,Gather,safe_name_155|safe_name_100,safe_name_163,1
strict_exp005,139,safe_name_164,Cast,safe_name_156,safe_name_164,1
strict_exp005,140,safe_name_165,Cast,safe_name_157,safe_name_165,1
strict_exp005,141,safe_name_166,Cast,safe_name_158,safe_name_166,1
strict_exp005,142,safe_name_167,Cast,safe_name_159,safe_name_167,1
strict_exp005,143,safe_name_168,Cast,safe_name_160,safe_name_168,1
strict_exp005,144,safe_name_169,Cast,safe_name_161,safe_name_169,1
strict_exp005,145,safe_name_170,Cast,safe_name_162,safe_name_170,1
strict_exp005,146,safe_name_171,Cast,safe_name_163,safe_name_171,1
strict_exp005,147,safe_name_172,Sum,safe_name_164|safe_name_165|safe_name_166|safe_name_167|safe_name_168|safe_name_169|safe_name_170|safe_name_171,safe_name_172,0
strict_exp005,148,safe_name_173,Greater,safe_name_172|safe_name_9,safe_name_173,0
strict_exp005,149,safe_name_174,Where,safe_name_173|safe_name_61|safe_name_14,safe_name_174,0
strict_exp005,150,safe_name_175,Cast,safe_name_154,safe_name_175,1
strict_exp005,151,safe_name_176,Sub,safe_name_174|safe_name_175,safe_name_176,0
strict_exp005,152,safe_name_177,Greater,safe_name_176|safe_name_9,safe_name_177,0
strict_exp005,153,safe_name_178,Cast,safe_name_177,safe_name_178,1
strict_exp005,154,safe_name_179,ReduceSum,safe_name_178,safe_name_179,2
strict_exp005,155,safe_name_180,Equal,safe_name_179|safe_name_8,safe_name_180,0
strict_exp005,156,safe_name_181,And,safe_name_177|safe_name_180,safe_name_181,0
strict_exp005,157,safe_name_182,Cast,safe_name_181,safe_name_182,1
strict_exp005,158,safe_name_183,Add,safe_name_175|safe_name_182,safe_name_183,0
strict_exp005,159,safe_name_184,Gather,safe_name_29|safe_name_3,safe_name_184,1
strict_exp005,160,safe_name_185,Gather,safe_name_184|safe_name_3,safe_name_185,1
strict_exp005,161,safe_name_186,Reshape,safe_name_29|safe_name_5,safe_name_186,0
strict_exp005,162,safe_name_187,Gather,safe_name_186|safe_name_71,safe_name_187,1
strict_exp005,163,safe_name_188,Gather,safe_name_186|safe_name_75,safe_name_188,1
strict_exp005,164,safe_name_189,Gather,safe_name_186|safe_name_80,safe_name_189,1
strict_exp005,165,safe_name_190,Gather,safe_name_186|safe_name_82,safe_name_190,1
strict_exp005,166,safe_name_191,Gather,safe_name_186|safe_name_89,safe_name_191,1
strict_exp005,167,safe_name_192,Gather,safe_name_186|safe_name_93,safe_name_192,1
strict_exp005,168,safe_name_193,Gather,safe_name_186|safe_name_98,safe_name_193,1
strict_exp005,169,safe_name_194,Gather,safe_name_186|safe_name_100,safe_name_194,1
strict_exp005,170,safe_name_195,Cast,safe_name_187,safe_name_195,1
strict_exp005,171,safe_name_196,Cast,safe_name_188,safe_name_196,1
strict_exp005,172,safe_name_197,Cast,safe_name_189,safe_name_197,1
strict_exp005,173,safe_name_198,Cast,safe_name_190,safe_name_198,1
strict_exp005,174,safe_name_199,Cast,safe_name_191,safe_name_199,1
strict_exp005,175,safe_name_200,Cast,safe_name_192,safe_name_200,1
strict_exp005,176,safe_name_201,Cast,safe_name_193,safe_name_201,1
strict_exp005,177,safe_name_202,Cast,safe_name_194,safe_name_202,1
strict_exp005,178,safe_name_203,Sum,safe_name_195|safe_name_196|safe_name_197|safe_name_198|safe_name_199|safe_name_200|safe_name_201|safe_name_202,safe_name_203,0
strict_exp005,179,safe_name_204,Greater,safe_name_203|safe_name_9,safe_name_204,0
strict_exp005,180,safe_name_205,Where,safe_name_204|safe_name_61|safe_name_14,safe_name_205,0
strict_exp005,181,safe_name_206,Cast,safe_name_185,safe_name_206,1
strict_exp005,182,safe_name_207,Sub,safe_name_205|safe_name_206,safe_name_207,0
strict_exp005,183,safe_name_208,Greater,safe_name_207|safe_name_9,safe_name_208,0
strict_exp005,184,safe_name_209,Cast,safe_name_208,safe_name_209,1
strict_exp005,185,safe_name_210,ReduceSum,safe_name_209,safe_name_210,2
strict_exp005,186,safe_name_211,Equal,safe_name_210|safe_name_8,safe_name_211,0
strict_exp005,187,safe_name_212,And,safe_name_208|safe_name_211,safe_name_212,0
strict_exp005,188,safe_name_213,Cast,safe_name_212,safe_name_213,1
strict_exp005,189,safe_name_214,Add,safe_name_206|safe_name_213,safe_name_214,0
strict_exp005,190,safe_name_215,Gather,safe_name_30|safe_name_3,safe_name_215,1
strict_exp005,191,safe_name_216,Gather,safe_name_215|safe_name_3,safe_name_216,1
strict_exp005,192,safe_name_217,Reshape,safe_name_30|safe_name_5,safe_name_217,0
strict_exp005,193,safe_name_218,Gather,safe_name_217|safe_name_71,safe_name_218,1
strict_exp005,194,safe_name_219,Gather,safe_name_217|safe_name_75,safe_name_219,1
strict_exp005,195,safe_name_220,Gather,safe_name_217|safe_name_80,safe_name_220,1
strict_exp005,196,safe_name_221,Gather,safe_name_217|safe_name_82,safe_name_221,1
strict_exp005,197,safe_name_222,Gather,safe_name_217|safe_name_89,safe_name_222,1
strict_exp005,198,safe_name_223,Gather,safe_name_217|safe_name_93,safe_name_223,1
strict_exp005,199,safe_name_224,Gather,safe_name_217|safe_name_98,safe_name_224,1
strict_exp005,200,safe_name_225,Gather,safe_name_217|safe_name_100,safe_name_225,1
strict_exp005,201,safe_name_226,Cast,safe_name_218,safe_name_226,1
strict_exp005,202,safe_name_227,Cast,safe_name_219,safe_name_227,1
strict_exp005,203,safe_name_228,Cast,safe_name_220,safe_name_228,1
strict_exp005,204,safe_name_229,Cast,safe_name_221,safe_name_229,1
strict_exp005,205,safe_name_230,Cast,safe_name_222,safe_name_230,1
strict_exp005,206,safe_name_231,Cast,safe_name_223,safe_name_231,1
strict_exp005,207,safe_name_232,Cast,safe_name_224,safe_name_232,1
strict_exp005,208,safe_name_233,Cast,safe_name_225,safe_name_233,1
strict_exp005,209,safe_name_234,Sum,safe_name_226|safe_name_227|safe_name_228|safe_name_229|safe_name_230|safe_name_231|safe_name_232|safe_name_233,safe_name_234,0
strict_exp005,210,safe_name_235,Greater,safe_name_234|safe_name_9,safe_name_235,0
strict_exp005,211,safe_name_236,Where,safe_name_235|safe_name_61|safe_name_14,safe_name_236,0
strict_exp005,212,safe_name_237,Cast,safe_name_216,safe_name_237,1
strict_exp005,213,safe_name_238,Sub,safe_name_236|safe_name_237,safe_name_238,0
strict_exp005,214,safe_name_239,Greater,safe_name_238|safe_name_9,safe_name_239,0
strict_exp005,215,safe_name_240,Cast,safe_name_239,safe_name_240,1
strict_exp005,216,safe_name_241,ReduceSum,safe_name_240,safe_name_241,2
strict_exp005,217,safe_name_242,Equal,safe_name_241|safe_name_8,safe_name_242,0
strict_exp005,218,safe_name_243,And,safe_name_239|safe_name_242,safe_name_243,0
strict_exp005,219,safe_name_244,Cast,safe_name_243,safe_name_244,1
strict_exp005,220,safe_name_245,Add,safe_name_237|safe_name_244,safe_name_245,0
strict_exp005,221,safe_name_246,Sum,safe_name_120|safe_name_151|safe_name_182|safe_name_213|safe_name_244,safe_name_246,0
strict_exp005,222,safe_name_247,Sub,safe_name_10|safe_name_246,safe_name_247,0
strict_exp005,223,safe_name_248,Gather,safe_name_62|safe_name_3,safe_name_248,1
strict_exp005,224,safe_name_249,Gather,safe_name_248|safe_name_3,safe_name_249,1
strict_exp005,225,safe_name_250,Cast,safe_name_249,safe_name_250,1
strict_exp005,226,safe_name_251,Mul,safe_name_250|safe_name_247,safe_name_251,0
strict_exp005,227,safe_name_252,Gather,safe_name_25|safe_name_20,safe_name_252,1
strict_exp005,228,safe_name_253,Gather,safe_name_252|safe_name_3,safe_name_253,1
strict_exp005,229,safe_name_254,Gather,safe_name_253|safe_name_3,safe_name_254,1
strict_exp005,230,safe_name_255,Gather,safe_name_25|safe_name_21,safe_name_255,1
strict_exp005,231,safe_name_256,Gather,safe_name_255|safe_name_3,safe_name_256,1
strict_exp005,232,safe_name_257,Gather,safe_name_256|safe_name_3,safe_name_257,1
strict_exp005,233,safe_name_258,Gather,safe_name_25|safe_name_22,safe_name_258,1
strict_exp005,234,safe_name_259,Gather,safe_name_258|safe_name_3,safe_name_259,1
strict_exp005,235,safe_name_260,Gather,safe_name_259|safe_name_3,safe_name_260,1
strict_exp005,236,safe_name_261,Gather,safe_name_25|safe_name_24,safe_name_261,1
strict_exp005,237,safe_name_262,Gather,safe_name_261|safe_name_3,safe_name_262,1
strict_exp005,238,safe_name_263,Gather,safe_name_262|safe_name_3,safe_name_263,1
strict_exp005,239,safe_name_264,Cast,safe_name_254,safe_name_264,1
strict_exp005,240,safe_name_265,Cast,safe_name_257,safe_name_265,1
strict_exp005,241,safe_name_266,Cast,safe_name_260,safe_name_266,1
strict_exp005,242,safe_name_267,Cast,safe_name_263,safe_name_267,1
strict_exp005,243,safe_name_268,Concat,safe_name_251|safe_name_121|safe_name_152|safe_name_183|safe_name_214|safe_name_264|safe_name_265|safe_name_266|safe_name_245|safe_name_267,safe_name_268,1
strict_exp005,244,output,Pad,safe_name_268|safe_name_13|safe_name_14,output,1
teacher_exp023,0,safe_name_6,GatherND,input|safe_name_0,safe_name_6,0
teacher_exp023,1,safe_name_7,Sub,safe_name_6|safe_name_1,safe_name_7,0
teacher_exp023,2,safe_name_8,Mul,safe_name_7|safe_name_7,safe_name_8,0
teacher_exp023,3,safe_name_9,ReduceSum,safe_name_8,safe_name_9,2
teacher_exp023,4,safe_name_10,Less,safe_name_9|safe_name_2,safe_name_10,0
teacher_exp023,5,safe_name_11,Cast,safe_name_10,safe_name_11,1
teacher_exp023,6,safe_name_12,Unsqueeze,safe_name_11,safe_name_12,1
teacher_exp023,7,safe_name_13,MatMul,safe_name_12|safe_name_3,safe_name_13,0
teacher_exp023,8,safe_name_14,Reshape,safe_name_13|safe_name_5,safe_name_14,0
teacher_exp023,9,safe_name_15,Cast,safe_name_14,safe_name_15,1
teacher_exp023,10,safe_name_16,MatMul,safe_name_12|safe_name_4,safe_name_16,0
teacher_exp023,11,safe_name_17,Squeeze,safe_name_16,safe_name_17,1
teacher_exp023,12,output,ScatterND,input|safe_name_15|safe_name_17,output,0
