task_id,feature,positive_top_values,negative_top_values,positive_unique,negative_unique,exact_positive_only_values,exact_negative_only_values,max_single_value_precision,max_single_value_recall,best_value
173,ray_lr,"[[""0:0"", 6], [""-1:0"", 4], [""-1:-1"", 3], [""0:-1"", 3], [""-6:7"", 2], [""12:0"", 1], [""12:-1"", 1], [""-6:-1"", 1]]","[[""0:0"", 1005], [""0:-1"", 32], [""-2:0"", 32], [""-1:0"", 31], [""0:-2"", 30], [""-3:0"", 30], [""-4:0"", 30], [""0:-3"", 27]]",10,125,"[""-1:5""]","[""0:-13"", ""0:-12"", ""0:-11"", ""0:-10"", ""0:-9"", ""0:-8"", ""0:-7"", ""0:-6"", ""0:-5"", ""0:-4"", ""0:-3"", ""0:-2"", ""-2:0"", ""-3:0"", ""-4:0"", ""-5:0"", ""-6:0"", ""-8:0"", ""0:6"", ""0:5""]",1.0,0.043478260869565216,-1:5
173,ray_d2,"[[""0:0"", 17], [""0:9"", 1], [""0:-1"", 1], [""-1:9"", 1], [""0:4"", 1], [""0:3"", 1], [""-10:0"", 1]]","[[""0:0"", 1234], [""0:-1"", 45], [""-1:0"", 44], [""0:-2"", 36], [""0:-3"", 34], [""-2:0"", 32], [""0:-4"", 25], [""-3:0"", 23]]",7,84,[],"[""0:-3"", ""0:-4"", ""0:-9"", ""0:-10"", ""0:10"", ""0:-2"", ""0:2"", ""0:8"", ""0:-8"", ""0:1"", ""0:7"", ""0:-7"", ""-1:-9"", ""0:6"", ""0:-6"", ""-2:8"", ""-2:-8"", ""0:5"", ""0:-5"", ""-3:7""]",0.5,0.043478260869565216,-1:9
173,ray_d1,"[[""0:0"", 18], [""0:-1"", 1], [""0:-5"", 1], [""-1:0"", 1], [""7:0"", 1], [""9:0"", 1]]","[[""0:0"", 1210], [""-1:0"", 51], [""0:-1"", 50], [""-2:0"", 40], [""0:-2"", 37], [""0:-3"", 35], [""-3:0"", 29], [""1:0"", 25]]",6,43,[],"[""0:-4"", ""0:4"", ""0:-3"", ""0:3"", ""0:-10"", ""0:10"", ""0:-9"", ""0:9"", ""0:5"", ""0:-2"", ""0:2"", ""0:-8"", ""0:8"", ""0:1"", ""0:-7"", ""0:7"", ""0:-6"", ""0:6"", ""-2:0"", ""-3:0""]",0.25,0.043478260869565216,9:0
173,ray_ud,"[[""0:0"", 15], [""0:-1"", 3], [""-1:0"", 3], [""-1:-1"", 1], [""-6:0"", 1]]","[[""0:0"", 993], [""0:-1"", 46], [""-1:0"", 46], [""0:-3"", 40], [""0:-2"", 40], [""-2:0"", 40], [""0:-4"", 31], [""-3:0"", 28]]",5,60,[],"[""0:9"", ""0:-9"", ""0:-10"", ""0:-4"", ""0:4"", ""0:-3"", ""0:3"", ""0:10"", ""0:-5"", ""0:5"", ""0:8"", ""0:-8"", ""0:-2"", ""0:2"", ""0:7"", ""0:-7"", ""0:1"", ""0:6"", ""0:-6"", ""-2:0""]",0.16666666666666666,0.043478260869565216,-1:-1
173,rel_color_r,"[[""7"", 5], [""1"", 3], [""2"", 3], [""6"", 3], [""-9"", 2], [""-7"", 2], [""10"", 2], [""3"", 1]]","[[""-1"", 144], [""3"", 144], [""2"", 134], [""1"", 132], [""0"", 127], [""4"", 123], [""5"", 120], [""8"", 120]]",10,22,[],"[""-4"", ""-3"", ""-8"", ""-2"", ""-1"", ""-6"", ""0"", ""-5"", ""4"", ""5"", ""11"", ""12""]",0.09090909090909091,0.08695652173913043,-9
173,c,"[[""12"", 4], [""9"", 4], [""14"", 2], [""19"", 2], [""8"", 2], [""6"", 2], [""18"", 1], [""20"", 1]]","[[""4"", 106], [""11"", 106], [""0"", 105], [""7"", 102], [""8"", 102], [""5"", 101], [""10"", 101], [""2"", 100]]",13,22,[],"[""0"", ""2"", ""3"", ""5"", ""7"", ""13"", ""15"", ""17"", ""21""]",0.05555555555555555,0.08695652173913043,19
173,rel_all_c,"[[""9"", 4], [""11"", 3], [""8"", 3], [""13"", 2], [""18"", 2], [""1"", 2], [""6"", 2], [""17"", 1]]","[[""10"", 105], [""3"", 104], [""4"", 104], [""11"", 104], [""6"", 102], [""7"", 101], [""8"", 101], [""1"", 100]]",12,24,[],"[""-1"", ""0"", ""2"", ""4"", ""5"", ""10"", ""12"", ""14"", ""16"", ""20"", ""-3"", ""-2""]",0.05555555555555555,0.08695652173913043,18
173,rel_color_c,"[[""11"", 3], [""13"", 3], [""4"", 3], [""9"", 3], [""14"", 2], [""15"", 1], [""3"", 1], [""5"", 1]]","[[""6"", 105], [""3"", 103], [""7"", 102], [""8"", 102], [""4"", 101], [""9"", 101], [""1"", 100], [""2"", 100]]",14,29,[],"[""-6"", ""-5"", ""0"", ""1"", ""-3"", ""2"", ""7"", ""12"", ""16"", ""17"", ""18"", ""19"", ""20"", ""-8"", ""-7""]",0.046153846153846156,0.13043478260869565,13
173,r,"[[""10"", 5], [""11"", 4], [""4"", 3], [""0"", 2], [""2"", 2], [""5"", 2], [""9"", 2], [""6"", 1]]","[[""7"", 147], [""8"", 147], [""0"", 145], [""2"", 145], [""12"", 144], [""6"", 143], [""5"", 136], [""1"", 135]]",10,14,[],"[""1"", ""7"", ""8"", ""12""]",0.03759398496240601,0.21739130434782608,10
173,rel_all_r,"[[""1"", 4], [""10"", 4], [""9"", 3], [""-1"", 2], [""4"", 2], [""7"", 2], [""3"", 1], [""5"", 1]]","[[""-1"", 145], [""5"", 143], [""7"", 143], [""6"", 142], [""1"", 141], [""2"", 137], [""8"", 137], [""4"", 136]]",12,16,[],"[""0"", ""11"", ""-3"", ""-2""]",0.036036036036036036,0.17391304347826086,10
173,out_color,"[[""8"", 11], [""1"", 6], [""4"", 4], [""6"", 1], [""2"", 1]]","[[""8"", 663], [""1"", 519], [""6"", 268], [""2"", 255], [""4"", 145]]",5,5,[],[],0.026845637583892617,0.17391304347826086,4
173,shape,"[[""13x22"", 13], [""13x12"", 5], [""14x19"", 5]]","[[""13x22"", 794], [""14x19"", 763], [""13x12"", 293]]",3,3,[],[],0.016778523489932886,0.21739130434782608,13x12
173,r2,"[[""0"", 23]]","[[""0"", 1433], [""1"", 295], [""2"", 85], [""3"", 24], [""4"", 13]]",1,5,[],"[""1"", ""2"", ""3"", ""4""]",0.015796703296703296,1.0,0
173,on_color_bbox_border,"[[""0"", 21], [""1"", 2]]","[[""0"", 1433], [""1"", 417]]",2,2,[],[],0.014442916093535076,0.9130434782608695,0
173,inside_all_bbox,"[[""1"", 18], [""0"", 5]]","[[""1"", 1230], [""0"", 620]]",2,2,[],[],0.014423076923076924,0.782608695652174,1
173,inside_color_bbox,"[[""0"", 17], [""1"", 6]]","[[""0"", 1413], [""1"", 437]]",2,2,[],[],0.013544018058690745,0.2608695652173913,1
173,all8,"[[""0"", 23]]","[[""0"", 1682], [""1"", 139], [""2"", 28], [""4"", 1]]",1,4,[],"[""1"", ""2"", ""4""]",0.013489736070381233,1.0,0
173,adj4,"[[""0"", 23]]","[[""0"", 1766], [""1"", 69], [""2"", 14], [""4"", 1]]",1,4,[],"[""1"", ""2"", ""4""]",0.012856344326439352,1.0,0
173,diag4,"[[""0"", 23]]","[[""0"", 1766], [""1"", 70], [""2"", 14]]",1,3,[],"[""1"", ""2""]",0.012856344326439352,1.0,0
173,on_all_bbox_border,"[[""0"", 18], [""1"", 5]]","[[""0"", 1430], [""1"", 420]]",2,2,[],[],0.012430939226519336,0.782608695652174,0
285,ray_d1,"[[""0:0"", 44], [""-2:0"", 8], [""-1:0"", 6], [""0:-1"", 4], [""1:0"", 4], [""-3:0"", 3], [""0:-2"", 2], [""2:0"", 2]]","[[""0:0"", 4168], [""0:-1"", 95], [""-3:0"", 91], [""0:-2"", 88], [""-1:0"", 88], [""-2:0"", 86], [""-4:0"", 86], [""0:-3"", 84]]",16,130,"[""-6:1""]","[""0:-12"", ""0:-11"", ""0:-10"", ""0:-9"", ""0:9"", ""0:-8"", ""0:8"", ""0:-7"", ""0:7"", ""0:-6"", ""0:6"", ""0:-5"", ""0:5"", ""0:-4"", ""0:4"", ""0:-3"", ""0:3"", ""3:0"", ""1:1"", ""-1:-1""]",1.0,0.012345679012345678,-6:1
285,ray_d2,"[[""0:0"", 39], [""0:-2"", 8], [""0:-1"", 7], [""-2:0"", 6], [""0:-3"", 4], [""0:-4"", 3], [""0:1"", 3], [""0:2"", 2]]","[[""0:0"", 4065], [""-1:0"", 99], [""-3:0"", 93], [""-2:0"", 92], [""0:-1"", 91], [""0:-3"", 85], [""0:-2"", 84], [""0:-6"", 82]]",14,86,"[""-3:1""]","[""0:12"", ""0:-12"", ""0:-11"", ""0:11"", ""0:14"", ""0:-14"", ""0:-9"", ""0:9"", ""0:-10"", ""0:10"", ""0:13"", ""0:-13"", ""0:-8"", ""0:8"", ""0:-7"", ""0:7"", ""0:-6"", ""0:6"", ""0:-5"", ""0:5""]",1.0,0.012345679012345678,-3:1
285,ray_lr,"[[""0:0"", 34], [""-3:0"", 10], [""-1:0"", 5], [""-4:0"", 5], [""1:0"", 4], [""0:1"", 3], [""0:-9"", 2], [""0:-3"", 2]]","[[""0:0"", 4028], [""0:-1"", 78], [""0:-2"", 75], [""-2:0"", 74], [""0:-3"", 73], [""-1:0"", 71], [""-5:0"", 70], [""-4:0"", 67]]",22,105,"[""1:-7"", ""2:-6"", ""1:-6"", ""2:-5""]","[""0:-16"", ""0:16"", ""0:-15"", ""0:15"", ""0:-14"", ""0:14"", ""0:-13"", ""0:13"", ""0:12"", ""0:11"", ""0:10"", ""0:9"", ""0:8"", ""0:-7"", ""0:7"", ""0:6"", ""0:5"", ""0:4"", ""0:3"", ""0:-2""]",1.0,0.012345679012345678,1:-7
285,ray_ud,"[[""0:0"", 48], [""0:2"", 4], [""0:1"", 4], [""1:0"", 4], [""-3:0"", 4], [""0:-1"", 3], [""-4:0"", 3], [""0:-2"", 2]]","[[""0:0"", 4002], [""0:-1"", 81], [""-1:0"", 80], [""-2:0"", 80], [""0:-3"", 77], [""-3:0"", 77], [""0:-2"", 76], [""-4:0"", 75]]",15,146,[],"[""0:13"", ""0:-13"", ""0:12"", ""0:-12"", ""0:-11"", ""0:11"", ""0:-21"", ""0:21"", ""0:-10"", ""0:-9"", ""0:9"", ""0:10"", ""0:-20"", ""0:20"", ""0:-8"", ""0:8"", ""0:-19"", ""0:19"", ""0:-7"", ""0:7""]",0.36363636363636365,0.04938271604938271,0:2
285,adj4,"[[""0"", 64], [""1"", 17]]","[[""0"", 5964], [""1"", 30], [""2"", 6], [""3"", 1]]",2,4,[],"[""2"", ""3""]",0.3617021276595745,0.20987654320987653,1
285,all8,"[[""0"", 52], [""1"", 29]]","[[""0"", 5922], [""1"", 64], [""3"", 7], [""2"", 6], [""6"", 1], [""4"", 1]]",2,6,[],"[""2"", ""3"", ""6"", ""4""]",0.3118279569892473,0.35802469135802467,1
285,r2,"[[""1"", 64], [""0"", 17]]","[[""0"", 5697], [""1"", 252], [""3"", 24], [""2"", 11], [""4"", 8], [""5"", 4], [""8"", 3], [""6"", 2]]",2,8,[],"[""2"", ""3"", ""4"", ""6"", ""8"", ""5""]",0.20253164556962025,0.7901234567901234,1
285,diag4,"[[""0"", 69], [""1"", 12]]","[[""0"", 5945], [""1"", 51], [""2"", 4], [""3"", 1]]",2,4,[],"[""2"", ""3""]",0.19047619047619047,0.14814814814814814,1
285,rel_color_r,"[[""-1"", 19], [""1"", 15], [""-2"", 12], [""0"", 11], [""2"", 8], [""6"", 5], [""4"", 3], [""3"", 2]]","[[""-3"", 244], [""5"", 242], [""6"", 240], [""4"", 238], [""8"", 238], [""-4"", 236], [""7"", 236], [""3"", 231]]",13,42,[],"[""-9"", ""-11"", ""-10"", ""-21"", ""-8"", ""-20"", ""-7"", ""-19"", ""-6"", ""-18"", ""-5"", ""-17"", ""-4"", ""-16"", ""-15"", ""-14"", ""-13"", ""-12"", ""8"", ""9""]",0.08189655172413793,0.2345679012345679,-1
285,r,"[[""10"", 18], [""9"", 10], [""7"", 9], [""11"", 9], [""6"", 8], [""8"", 5], [""12"", 4], [""13"", 3]]","[[""0"", 252], [""4"", 249], [""5"", 249], [""3"", 246], [""1"", 244], [""2"", 244], [""6"", 238], [""13"", 234]]",17,30,[],"[""0"", ""3"", ""4"", ""16"", ""17"", ""18"", ""21"", ""22"", ""25"", ""26"", ""27"", ""28"", ""29""]",0.07692307692307693,0.2222222222222222,10
285,rel_all_r,"[[""4"", 16], [""1"", 14], [""5"", 11], [""0"", 8], [""2"", 6], [""3"", 6], [""-2"", 4], [""-1"", 4]]","[[""10"", 251], [""11"", 250], [""-1"", 248], [""9"", 248], [""12"", 247], [""7"", 246], [""6"", 243], [""5"", 236]]",15,30,[],"[""-9"", ""-8"", ""-7"", ""-6"", ""-5"", ""-4"", ""-3"", ""7"", ""12"", ""13"", ""16"", ""17"", ""18"", ""19"", ""20""]",0.06751054852320675,0.19753086419753085,4
