task_id,rule_family,fit_status,validation_status,passed,failed,current_cost,expected_cost_upper_bound,projected_gain,priority,proof,lowering_plan,leakage_risk,private_risk
46,global_transform_color_map,skipped,not_run,0,0,19000,,,,no transform+color map fits train,,low: train-only fit,unknown
49,bbox_crop_color_map,skipped,not_run,0,0,21135,,,,no bbox crop fits train,,low: train-only fit,unknown
49,color_map,skipped,not_run,0,0,21135,,,,no nontrivial consistent color map,,low: train-only fit,unknown
49,constant_output,skipped,not_run,0,0,21135,,,,train outputs differ,,low: train-only fit,unknown
49,fixed_crop_color_map,skipped,not_run,0,0,21135,,,,no common crop/color map,,low: train-only fit,unknown
49,fixed_sparse_edit,skipped,not_run,0,0,21135,,,,shape mismatch,,low: train-only fit,unknown
49,global_transform_color_map,skipped,not_run,0,0,21135,,,,no transform+color map fits train,,low: train-only fit,unknown
50,bbox_crop_color_map,skipped,not_run,0,0,9146,,,,no bbox crop fits train,,low: train-only fit,unknown
50,color_map,skipped,not_run,0,0,9146,,,,no nontrivial consistent color map,,low: train-only fit,unknown
50,constant_output,skipped,not_run,0,0,9146,,,,train outputs differ,,low: train-only fit,unknown
50,fixed_crop_color_map,skipped,not_run,0,0,9146,,,,no crop/color map fits train example,,low: train-only fit,unknown
50,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,9146,3900,0.000000,0.000000,fixed_cells=35; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
50,global_transform_color_map,skipped,not_run,0,0,9146,,,,no transform+color map fits train,,low: train-only fit,unknown
51,bbox_crop_color_map,skipped,not_run,0,0,7483,,,,no bbox crop fits train,,low: train-only fit,unknown
51,color_map,skipped,not_run,0,0,7483,,,,no nontrivial consistent color map,,low: train-only fit,unknown
51,constant_output,skipped,not_run,0,0,7483,,,,train outputs differ,,low: train-only fit,unknown
51,fixed_crop_color_map,skipped,not_run,0,0,7483,,,,no crop/color map fits train example,,low: train-only fit,unknown
51,fixed_sparse_edit,skipped,not_run,0,0,7483,,,,edit conflict,,low: train-only fit,unknown
51,global_transform_color_map,skipped,not_run,0,0,7483,,,,no transform+color map fits train,,low: train-only fit,unknown
54,bbox_crop_color_map,skipped,not_run,0,0,52411,,,,no bbox crop fits train,,low: train-only fit,unknown
54,color_map,skipped,not_run,0,0,52411,,,,no nontrivial consistent color map,,low: train-only fit,unknown
54,constant_output,skipped,not_run,0,0,52411,,,,train outputs differ,,low: train-only fit,unknown
54,fixed_crop_color_map,skipped,not_run,0,0,52411,,,,no crop/color map fits train example,,low: train-only fit,unknown
54,fixed_sparse_edit,skipped,not_run,0,0,52411,,,,edit conflict,,low: train-only fit,unknown
54,global_transform_color_map,skipped,not_run,0,0,52411,,,,no transform+color map fits train,,low: train-only fit,unknown
57,bbox_crop_color_map,skipped,not_run,0,0,15459,,,,no bbox crop fits train,,low: train-only fit,unknown
57,color_map,skipped,not_run,0,0,15459,,,,no nontrivial consistent color map,,low: train-only fit,unknown
57,constant_output,skipped,not_run,0,0,15459,,,,train outputs differ,,low: train-only fit,unknown
57,fixed_crop_color_map,skipped,not_run,0,0,15459,,,,no crop/color map fits train example,,low: train-only fit,unknown
57,fixed_sparse_edit,skipped,not_run,0,0,15459,,,,shape mismatch,,low: train-only fit,unknown
57,global_transform_color_map,skipped,not_run,0,0,15459,,,,no transform+color map fits train,,low: train-only fit,unknown
59,bbox_crop_color_map,skipped,not_run,0,0,19163,,,,no bbox crop fits train,,low: train-only fit,unknown
59,color_map,skipped,not_run,0,0,19163,,,,no nontrivial consistent color map,,low: train-only fit,unknown
59,constant_output,skipped,not_run,0,0,19163,,,,train outputs differ,,low: train-only fit,unknown
59,fixed_crop_color_map,skipped,not_run,0,0,19163,,,,no crop/color map fits train example,,low: train-only fit,unknown
59,fixed_sparse_edit,skipped,not_run,0,0,19163,,,,edit conflict,,low: train-only fit,unknown
59,global_transform_color_map,skipped,not_run,0,0,19163,,,,no transform+color map fits train,,low: train-only fit,unknown
63,bbox_crop_color_map,skipped,not_run,0,0,26235,,,,no bbox crop fits train,,low: train-only fit,unknown
63,color_map,skipped,not_run,0,0,26235,,,,no nontrivial consistent color map,,low: train-only fit,unknown
63,constant_output,skipped,not_run,0,0,26235,,,,train outputs differ,,low: train-only fit,unknown
63,fixed_crop_color_map,skipped,not_run,0,0,26235,,,,no crop/color map fits train example,,low: train-only fit,unknown
63,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,26235,6120,0.000000,0.000000,fixed_cells=72; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
63,global_transform_color_map,skipped,not_run,0,0,26235,,,,no transform+color map fits train,,low: train-only fit,unknown
64,bbox_crop_color_map,skipped,not_run,0,0,10771,,,,no bbox crop fits train,,low: train-only fit,unknown
64,color_map,skipped,not_run,0,0,10771,,,,no nontrivial consistent color map,,low: train-only fit,unknown
64,constant_output,skipped,not_run,0,0,10771,,,,train outputs differ,,low: train-only fit,unknown
64,fixed_crop_color_map,skipped,not_run,0,0,10771,,,,no crop/color map fits train example,,low: train-only fit,unknown
64,fixed_sparse_edit,skipped,not_run,0,0,10771,,,,edit conflict,,low: train-only fit,unknown
64,global_transform_color_map,skipped,not_run,0,0,10771,,,,no transform+color map fits train,,low: train-only fit,unknown
65,bbox_crop_color_map,skipped,not_run,0,0,20963,,,,no bbox crop fits train,,low: train-only fit,unknown
65,color_map,skipped,not_run,0,0,20963,,,,no nontrivial consistent color map,,low: train-only fit,unknown
65,constant_output,skipped,not_run,0,0,20963,,,,train outputs differ,,low: train-only fit,unknown
65,fixed_crop_color_map,skipped,not_run,0,0,20963,,,,no common crop/color map,,low: train-only fit,unknown
65,fixed_sparse_edit,skipped,not_run,0,0,20963,,,,shape mismatch,,low: train-only fit,unknown
65,global_transform_color_map,skipped,not_run,0,0,20963,,,,no transform+color map fits train,,low: train-only fit,unknown
66,bbox_crop_color_map,skipped,not_run,0,0,10875,,,,no bbox crop fits train,,low: train-only fit,unknown
66,color_map,skipped,not_run,0,0,10875,,,,no nontrivial consistent color map,,low: train-only fit,unknown
66,constant_output,skipped,not_run,0,0,10875,,,,train outputs differ,,low: train-only fit,unknown
66,fixed_crop_color_map,skipped,not_run,0,0,10875,,,,no crop/color map fits train example,,low: train-only fit,unknown
66,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,10875,4260,0.000000,0.000000,fixed_cells=41; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
66,global_transform_color_map,skipped,not_run,0,0,10875,,,,no transform+color map fits train,,low: train-only fit,unknown
69,bbox_crop_color_map,skipped,not_run,0,0,18263,,,,no bbox crop fits train,,low: train-only fit,unknown
69,color_map,skipped,not_run,0,0,18263,,,,no nontrivial consistent color map,,low: train-only fit,unknown
69,constant_output,skipped,not_run,0,0,18263,,,,train outputs differ,,low: train-only fit,unknown
69,fixed_crop_color_map,skipped,not_run,0,0,18263,,,,no crop/color map fits train example,,low: train-only fit,unknown
69,fixed_sparse_edit,skipped,not_run,0,0,18263,,,,edit conflict,,low: train-only fit,unknown
69,global_transform_color_map,skipped,not_run,0,0,18263,,,,no transform+color map fits train,,low: train-only fit,unknown
70,bbox_crop_color_map,skipped,not_run,0,0,18939,,,,no bbox crop fits train,,low: train-only fit,unknown
70,color_map,skipped,not_run,0,0,18939,,,,no nontrivial consistent color map,,low: train-only fit,unknown
70,constant_output,skipped,not_run,0,0,18939,,,,train outputs differ,,low: train-only fit,unknown
70,fixed_crop_color_map,skipped,not_run,0,0,18939,,,,no crop/color map fits train example,,low: train-only fit,unknown
70,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,18939,3360,0.000000,0.000000,fixed_cells=26; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
70,global_transform_color_map,skipped,not_run,0,0,18939,,,,no transform+color map fits train,,low: train-only fit,unknown
71,bbox_crop_color_map,skipped,not_run,0,0,9502,,,,no bbox crop fits train,,low: train-only fit,unknown
71,color_map,skipped,not_run,0,0,9502,,,,no nontrivial consistent color map,,low: train-only fit,unknown
71,constant_output,skipped,not_run,0,0,9502,,,,train outputs differ,,low: train-only fit,unknown
71,fixed_crop_color_map,skipped,not_run,0,0,9502,,,,no crop/color map fits train example,,low: train-only fit,unknown
71,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,9502,3480,0.000000,0.000000,fixed_cells=28; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
71,global_transform_color_map,skipped,not_run,0,0,9502,,,,no transform+color map fits train,,low: train-only fit,unknown
75,bbox_crop_color_map,skipped,not_run,0,0,25851,,,,no bbox crop fits train,,low: train-only fit,unknown
75,color_map,skipped,not_run,0,0,25851,,,,no nontrivial consistent color map,,low: train-only fit,unknown
75,constant_output,skipped,not_run,0,0,25851,,,,train outputs differ,,low: train-only fit,unknown
75,fixed_crop_color_map,skipped,not_run,0,0,25851,,,,no crop/color map fits train example,,low: train-only fit,unknown
75,fixed_sparse_edit,skipped,not_run,0,0,25851,,,,edit conflict,,low: train-only fit,unknown
75,global_transform_color_map,skipped,not_run,0,0,25851,,,,no transform+color map fits train,,low: train-only fit,unknown
