node_idx,op_type,output_idx,tensor,shape
67,Sub,0,safe_name_79,1x1x10x10
68,ReduceMax,0,safe_name_80,1x1x10
69,Squeeze,0,safe_name_81,1x10
70,Greater,0,safe_name_82,1x10
71,Cast,0,safe_name_83,1x10
72,ArgMax,0,safe_name_84,1
73,Gather,0,safe_name_85,1x1x1x10
74,ReduceMax,0,safe_name_86,1x1x10
75,Squeeze,0,safe_name_87,1x10
76,ArgMax,0,safe_name_88,1
77,Gather,0,safe_name_89,1x1x10x1
78,ReduceMax,0,safe_name_90,1x1x10
79,Squeeze,0,safe_name_91,1x10
80,Pad,0,safe_name_92,1x19
81,Add,0,safe_name_93,10
82,Gather,0,safe_name_94,1x10
83,Less,0,safe_name_95,1x10
84,Cast,0,safe_name_96,1x10
85,CumSum,0,safe_name_97,1x10
86,Cast,0,safe_name_98,1x10
87,Less,0,safe_name_99,1x10
88,Cast,0,safe_name_100,1x10
89,ReduceSum,0,safe_name_101,1
90,Cast,0,safe_name_102,1
91,Pad,0,safe_name_103,1x19
92,Add,0,safe_name_104,10
93,Gather,0,safe_name_105,1x10
94,Less,0,safe_name_106,1x10
95,Cast,0,safe_name_107,1x10
96,CumSum,0,safe_name_108,1x10
97,Cast,0,safe_name_109,1x10
98,Less,0,safe_name_110,1x10
99,Cast,0,safe_name_111,1x10
100,ReduceSum,0,safe_name_112,1
101,Cast,0,safe_name_113,1
102,Unsqueeze,0,safe_name_114,1x1x1x1
103,Unsqueeze,0,safe_name_115,1x1x1x1
104,Add,0,safe_name_116,1x1x1x1
105,Less,0,safe_name_117,1x1x10x1
106,Not,0,safe_name_118,1x1x10x1
107,Less,0,safe_name_119,1x1x10x1
108,And,0,safe_name_120,1x1x10x1
109,Cast,0,safe_name_121,1x1x10x1
110,Unsqueeze,0,safe_name_122,1x1x1x1
111,Unsqueeze,0,safe_name_123,1x1x1x1
112,Add,0,safe_name_124,1x1x1x1
113,Less,0,safe_name_125,1x1x1x10
114,Not,0,safe_name_126,1x1x1x10
115,Less,0,safe_name_127,1x1x1x10
116,And,0,safe_name_128,1x1x1x10
117,Cast,0,safe_name_129,1x1x1x10
118,Mul,0,safe_name_130,1x1x10x10
119,Mul,0,safe_name_131,1x1x10x10
120,ReduceSum,0,safe_name_132,1x1x1x1
121,Sub,0,safe_name_133,1x1x10x10
122,ReduceMax,0,safe_name_134,1x1x10
123,Squeeze,0,safe_name_135,1x10
124,Greater,0,safe_name_136,1x10
125,Cast,0,safe_name_137,1x10
126,ArgMax,0,safe_name_138,1
127,Gather,0,safe_name_139,1x1x1x10
128,ReduceMax,0,safe_name_140,1x1x10
129,Squeeze,0,safe_name_141,1x10
130,ArgMax,0,safe_name_142,1
131,Gather,0,safe_name_143,1x1x10x1
132,ReduceMax,0,safe_name_144,1x1x10
133,Squeeze,0,safe_name_145,1x10
134,Pad,0,safe_name_146,1x19
135,Add,0,safe_name_147,10
136,Gather,0,safe_name_148,1x10
137,Less,0,safe_name_149,1x10
138,Cast,0,safe_name_150,1x10
139,CumSum,0,safe_name_151,1x10
140,Cast,0,safe_name_152,1x10
141,Less,0,safe_name_153,1x10
142,Cast,0,safe_name_154,1x10
143,ReduceSum,0,safe_name_155,1
144,Cast,0,safe_name_156,1
145,Pad,0,safe_name_157,1x19
146,Add,0,safe_name_158,10
147,Gather,0,safe_name_159,1x10
148,Less,0,safe_name_160,1x10
149,Cast,0,safe_name_161,1x10
150,CumSum,0,safe_name_162,1x10
151,Cast,0,safe_name_163,1x10
152,Less,0,safe_name_164,1x10
153,Cast,0,safe_name_165,1x10
154,ReduceSum,0,safe_name_166,1
155,Cast,0,safe_name_167,1
156,Unsqueeze,0,safe_name_168,1x1x1x1
157,Unsqueeze,0,safe_name_169,1x1x1x1
158,Add,0,safe_name_170,1x1x1x1
159,Less,0,safe_name_171,1x1x10x1
160,Not,0,safe_name_172,1x1x10x1
161,Less,0,safe_name_173,1x1x10x1
162,And,0,safe_name_174,1x1x10x1
163,Cast,0,safe_name_175,1x1x10x1
164,Unsqueeze,0,safe_name_176,1x1x1x1
165,Unsqueeze,0,safe_name_177,1x1x1x1
166,Add,0,safe_name_178,1x1x1x1
167,Less,0,safe_name_179,1x1x1x10
168,Not,0,safe_name_180,1x1x1x10
169,Less,0,safe_name_181,1x1x1x10
170,And,0,safe_name_182,1x1x1x10
171,Cast,0,safe_name_183,1x1x1x10
172,Mul,0,safe_name_184,1x1x10x10
173,Mul,0,safe_name_185,1x1x10x10
174,ReduceSum,0,safe_name_186,1x1x1x1
175,Concat,0,safe_name_187,1x3x1x1
176,ReduceMax,0,safe_name_188,1x1x1x1
177,Sub,0,safe_name_189,1x1x1x1
178,Greater,0,safe_name_190,1x3x1x1
179,Cast,0,safe_name_191,1x3x1x1
180,Split,0,safe_name_192,1x1x1x1
180,Split,1,safe_name_193,1x1x1x1
180,Split,2,safe_name_194,1x1x1x1
181,Mul,0,safe_name_195,1x1x10x10
182,Mul,0,safe_name_196,1x1x10x10
183,Mul,0,safe_name_197,1x1x10x10
184,Sum,0,safe_name_198,1x1x10x10
185,ReduceMax,0,safe_name_199,1x1x10
186,Squeeze,0,safe_name_200,1x10
187,Greater,0,safe_name_201,1x10
188,Cast,0,safe_name_202,1x10
189,ArgMax,0,safe_name_203,1
190,Pad,0,safe_name_204,1x19
191,Add,0,safe_name_205,10
192,Gather,0,safe_name_206,1x10
193,Less,0,safe_name_207,1x10
194,Cast,0,safe_name_208,1x10
195,CumSum,0,safe_name_209,1x10
196,Cast,0,safe_name_210,1x10
197,Less,0,safe_name_211,1x10
198,Cast,0,safe_name_212,1x10
199,ReduceSum,0,safe_name_213,1
200,Cast,0,safe_name_214,1
201,ReduceMax,0,safe_name_215,1x1x10
202,Squeeze,0,safe_name_216,1x10
203,Greater,0,safe_name_217,1x10
204,Cast,0,safe_name_218,1x10
205,ArgMax,0,safe_name_219,1
206,Pad,0,safe_name_220,1x19
207,Add,0,safe_name_221,10
208,Gather,0,safe_name_222,1x10
209,Less,0,safe_name_223,1x10
210,Cast,0,safe_name_224,1x10
211,CumSum,0,safe_name_225,1x10
212,Cast,0,safe_name_226,1x10
213,Less,0,safe_name_227,1x10
214,Cast,0,safe_name_228,1x10
215,ReduceSum,0,safe_name_229,1
216,Cast,0,safe_name_230,1
217,Add,0,safe_name_231,30
218,Add,0,safe_name_232,30
219,Less,0,safe_name_233,30
220,Less,0,safe_name_234,30
221,Unsqueeze,0,safe_name_235,1x1x30x1
222,Cast,0,safe_name_236,1x1x30x1
223,Unsqueeze,0,safe_name_237,1x1x1x30
224,Cast,0,safe_name_238,1x1x1x30
225,Mul,0,safe_name_239,1x1x30x30
226,Greater,0,safe_name_240,30
227,Where,0,safe_name_241,30
228,Gather,0,safe_name_242,1x10x30x30
229,Greater,0,safe_name_243,30
230,Where,0,safe_name_244,30
231,Gather,0,safe_name_245,1x10x30x30
232,Cast,0,safe_name_246,1x10x30x30
