task_id,route,baseline_cost,node_index,node_name,op_type,input_count,output_count,profile_hits,is_target_op
187,same_shape_global_transform,105313,19,safe_name_33,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,20,safe_name_34,Greater,2,1,1,False
187,same_shape_global_transform,105313,21,safe_name_35,And,2,1,1,False
187,same_shape_global_transform,105313,22,safe_name_36,Cast,1,1,1,False
187,same_shape_global_transform,105313,23,safe_name_37,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,24,safe_name_38,Greater,2,1,1,False
187,same_shape_global_transform,105313,25,safe_name_39,And,2,1,1,False
187,same_shape_global_transform,105313,26,safe_name_40,Cast,1,1,1,False
187,same_shape_global_transform,105313,27,safe_name_41,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,28,safe_name_42,Greater,2,1,1,False
187,same_shape_global_transform,105313,29,safe_name_43,And,2,1,1,False
187,same_shape_global_transform,105313,30,safe_name_44,Cast,1,1,1,False
187,same_shape_global_transform,105313,31,safe_name_45,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,32,safe_name_46,Greater,2,1,1,False
187,same_shape_global_transform,105313,33,safe_name_47,And,2,1,1,False
187,same_shape_global_transform,105313,34,safe_name_48,Cast,1,1,1,False
187,same_shape_global_transform,105313,35,safe_name_49,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,36,safe_name_50,Greater,2,1,1,False
187,same_shape_global_transform,105313,37,safe_name_51,And,2,1,1,False
187,same_shape_global_transform,105313,38,safe_name_52,Cast,1,1,1,False
187,same_shape_global_transform,105313,39,safe_name_53,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,40,safe_name_54,Greater,2,1,1,False
187,same_shape_global_transform,105313,41,safe_name_55,And,2,1,1,False
187,same_shape_global_transform,105313,42,safe_name_56,Cast,1,1,1,False
187,same_shape_global_transform,105313,43,safe_name_57,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,44,safe_name_58,Greater,2,1,1,False
187,same_shape_global_transform,105313,45,safe_name_59,And,2,1,1,False
187,same_shape_global_transform,105313,46,safe_name_60,Cast,1,1,1,False
187,same_shape_global_transform,105313,47,safe_name_61,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,48,safe_name_62,Greater,2,1,1,False
187,same_shape_global_transform,105313,49,safe_name_63,And,2,1,1,False
187,same_shape_global_transform,105313,50,safe_name_64,Cast,1,1,1,False
187,same_shape_global_transform,105313,51,safe_name_65,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,52,safe_name_66,Greater,2,1,1,False
187,same_shape_global_transform,105313,53,safe_name_67,And,2,1,1,False
187,same_shape_global_transform,105313,54,safe_name_68,Cast,1,1,1,False
187,same_shape_global_transform,105313,55,safe_name_69,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,56,safe_name_70,Greater,2,1,1,False
187,same_shape_global_transform,105313,57,safe_name_71,And,2,1,1,False
187,same_shape_global_transform,105313,58,safe_name_72,Cast,1,1,1,False
187,same_shape_global_transform,105313,59,safe_name_73,MaxPool,1,1,1,True
187,same_shape_global_transform,105313,60,safe_name_74,Greater,2,1,1,False
187,same_shape_global_transform,105313,61,safe_name_75,And,2,1,1,False
187,same_shape_global_transform,105313,62,safe_name_76,And,2,1,1,False
187,same_shape_global_transform,105313,63,safe_name_77,Not,1,1,1,False
187,same_shape_global_transform,105313,64,safe_name_78,And,2,1,1,False
187,same_shape_global_transform,105313,65,safe_name_79,And,2,1,1,False
187,same_shape_global_transform,105313,66,safe_name_80,Gather,2,1,1,True
187,same_shape_global_transform,105313,67,safe_name_81,Greater,2,1,1,False
187,same_shape_global_transform,105313,68,safe_name_82,Gather,2,1,1,True
187,same_shape_global_transform,105313,69,safe_name_83,Greater,2,1,1,False
187,same_shape_global_transform,105313,70,safe_name_84,Or,2,1,1,False
187,same_shape_global_transform,105313,71,safe_name_85,Gather,2,1,1,True
187,same_shape_global_transform,105313,72,safe_name_86,Greater,2,1,1,False
187,same_shape_global_transform,105313,73,safe_name_87,Or,2,1,1,False
187,same_shape_global_transform,105313,74,safe_name_88,Gather,2,1,1,True
187,same_shape_global_transform,105313,75,safe_name_89,Greater,2,1,1,False
187,same_shape_global_transform,105313,76,safe_name_90,Gather,2,1,1,True
187,same_shape_global_transform,105313,77,safe_name_91,Greater,2,1,1,False
187,same_shape_global_transform,105313,78,safe_name_92,Gather,2,1,1,True
187,same_shape_global_transform,105313,79,safe_name_93,Greater,2,1,1,False
187,same_shape_global_transform,105313,80,safe_name_94,Gather,2,1,1,True
187,same_shape_global_transform,105313,81,safe_name_95,Greater,2,1,1,False
187,same_shape_global_transform,105313,82,safe_name_96,Gather,2,1,1,True
187,same_shape_global_transform,105313,83,safe_name_97,Greater,2,1,1,False
187,same_shape_global_transform,105313,84,safe_name_98,Gather,2,1,1,True
187,same_shape_global_transform,105313,85,safe_name_99,Greater,2,1,1,False
187,same_shape_global_transform,105313,86,output,Concat,10,1,1,False
198,same_shape_global_transform,103821,0,safe_name_14,Cast,1,1,1,False
198,same_shape_global_transform,103821,1,safe_name_15,ReduceSum,1,1,1,False
198,same_shape_global_transform,103821,2,safe_name_16,Slice,5,1,1,True
198,same_shape_global_transform,103821,3,safe_name_17,ReduceSum,1,1,1,False
198,same_shape_global_transform,103821,4,safe_name_18,Sub,2,1,1,False
198,same_shape_global_transform,103821,5,safe_name_19,Mul,2,1,1,False
198,same_shape_global_transform,103821,6,safe_name_20,ReduceSum,1,1,1,False
198,same_shape_global_transform,103821,7,safe_name_21,ReduceSum,1,1,1,False
198,same_shape_global_transform,103821,8,safe_name_22,ReduceMax,1,1,1,False
198,same_shape_global_transform,103821,9,safe_name_23,ReduceMax,1,1,1,False
198,same_shape_global_transform,103821,10,safe_name_24,Mul,2,1,1,False
198,same_shape_global_transform,103821,11,safe_name_25,Mul,2,1,1,False
198,same_shape_global_transform,103821,12,safe_name_26,Greater,2,1,1,False
198,same_shape_global_transform,103821,13,safe_name_27,Cast,1,1,0,False
198,same_shape_global_transform,103821,14,safe_name_28,Greater,2,1,1,False
198,same_shape_global_transform,103821,15,safe_name_29,Cast,1,1,0,False
198,same_shape_global_transform,103821,16,safe_name_30,Sum,2,1,1,False
198,same_shape_global_transform,103821,17,safe_name_31,Mul,2,1,1,False
198,same_shape_global_transform,103821,18,safe_name_32,Mul,2,1,1,False
198,same_shape_global_transform,103821,19,safe_name_33,Sub,2,1,1,False
198,same_shape_global_transform,103821,20,safe_name_34,Mul,2,1,1,False
198,same_shape_global_transform,103821,21,safe_name_35,Mul,2,1,1,False
198,same_shape_global_transform,103821,22,safe_name_36,Sub,2,1,1,False
198,same_shape_global_transform,103821,23,safe_name_37,Mul,2,1,1,False
198,same_shape_global_transform,103821,24,safe_name_38,MaxPool,1,1,1,True
198,same_shape_global_transform,103821,25,safe_name_39,Mul,2,1,1,False
198,same_shape_global_transform,103821,26,safe_name_40,MaxPool,1,1,1,True
198,same_shape_global_transform,103821,27,safe_name_41,Mul,2,1,1,False
198,same_shape_global_transform,103821,28,safe_name_42,MaxPool,1,1,1,True
198,same_shape_global_transform,103821,29,safe_name_43,Mul,2,1,1,False
198,same_shape_global_transform,103821,30,safe_name_44,MaxPool,1,1,1,True
198,same_shape_global_transform,103821,31,safe_name_45,Mul,2,1,1,False
198,same_shape_global_transform,103821,32,safe_name_46,MaxPool,1,1,1,True
198,same_shape_global_transform,103821,33,safe_name_47,Mul,2,1,1,False
198,same_shape_global_transform,103821,34,safe_name_48,Mul,2,1,1,False
198,same_shape_global_transform,103821,35,safe_name_49,Max,2,1,1,False
198,same_shape_global_transform,103821,36,safe_name_50,Sub,2,1,1,False
198,same_shape_global_transform,103821,37,safe_name_51,Mul,2,1,1,False
198,same_shape_global_transform,103821,38,safe_name_52,Mul,2,1,1,False
198,same_shape_global_transform,103821,39,safe_name_53,Slice,5,1,1,True
198,same_shape_global_transform,103821,40,safe_name_54,Slice,5,1,1,True
198,same_shape_global_transform,103821,41,safe_name_55,Slice,5,1,1,True
198,same_shape_global_transform,103821,42,safe_name_56,Slice,5,1,1,True
198,same_shape_global_transform,103821,43,safe_name_57,Slice,5,1,1,True
198,same_shape_global_transform,103821,44,safe_name_58,Slice,5,1,1,True
198,same_shape_global_transform,103821,45,safe_name_59,Slice,5,1,1,True
198,same_shape_global_transform,103821,46,safe_name_60,Slice,5,1,1,True
198,same_shape_global_transform,103821,47,safe_name_61,Slice,5,1,1,True
198,same_shape_global_transform,103821,48,safe_name_62,Max,2,1,1,False
198,same_shape_global_transform,103821,49,safe_name_63,Max,2,1,1,False
198,same_shape_global_transform,103821,50,output,Concat,10,1,1,False
366,crop_or_resize,99849,0,safe_name_8,Reshape,2,1,1,False
366,crop_or_resize,99849,1,safe_name_9,Gather,2,1,1,True
366,crop_or_resize,99849,2,safe_name_10,Sub,2,1,1,False
366,crop_or_resize,99849,3,safe_name_11,Mul,2,1,1,False
366,crop_or_resize,99849,4,safe_name_12,ReduceSum,1,1,1,False
366,crop_or_resize,99849,5,safe_name_13,Less,2,1,1,False
366,crop_or_resize,99849,6,safe_name_14,Cast,1,1,1,False
366,crop_or_resize,99849,7,safe_name_15,Unsqueeze,1,1,1,False
366,crop_or_resize,99849,8,safe_name_16,MatMul,2,1,1,True
366,crop_or_resize,99849,9,safe_name_17,Cast,1,1,1,False
366,crop_or_resize,99849,10,safe_name_18,MatMul,2,1,1,True
366,crop_or_resize,99849,11,safe_name_19,ScatterElements,3,1,1,True
366,crop_or_resize,99849,12,output,Reshape,2,1,1,False
29,crop_or_resize,97117,0,safe_name_15,Cast,1,1,1,False
29,crop_or_resize,97117,1,safe_name_16,Conv,2,1,1,True
29,crop_or_resize,97117,2,safe_name_17,ReduceSum,1,1,1,False
29,crop_or_resize,97117,3,safe_name_18,Cast,1,1,1,False
29,crop_or_resize,97117,4,safe_name_19,Greater,2,1,1,False
29,crop_or_resize,97117,5,safe_name_20,Cast,1,1,1,False
29,crop_or_resize,97117,6,safe_name_21,ReduceMax,1,1,1,False
29,crop_or_resize,97117,7,safe_name_22,Greater,2,1,1,False
29,crop_or_resize,97117,8,safe_name_23,Cast,1,1,1,False
29,crop_or_resize,97117,9,safe_name_24,ArgMax,1,1,1,False
29,crop_or_resize,97117,10,safe_name_25,Gather,2,1,1,True
29,crop_or_resize,97117,11,safe_name_26,ArgMax,1,1,1,False
29,crop_or_resize,97117,12,safe_name_27,Sub,2,1,1,False
29,crop_or_resize,97117,13,safe_name_28,Sub,2,1,1,False
29,crop_or_resize,97117,14,safe_name_29,ReduceMax,1,1,1,False
29,crop_or_resize,97117,15,safe_name_30,Greater,2,1,1,False
29,crop_or_resize,97117,16,safe_name_31,Cast,1,1,1,False
29,crop_or_resize,97117,17,safe_name_32,ArgMax,1,1,1,False
29,crop_or_resize,97117,18,safe_name_33,Gather,2,1,1,True
29,crop_or_resize,97117,19,safe_name_34,ArgMax,1,1,1,False
29,crop_or_resize,97117,20,safe_name_35,Sub,2,1,1,False
29,crop_or_resize,97117,21,safe_name_36,Sub,2,1,1,False
29,crop_or_resize,97117,22,safe_name_37,Greater,2,1,1,False
29,crop_or_resize,97117,23,safe_name_38,Cast,1,1,1,False
29,crop_or_resize,97117,24,safe_name_39,Greater,2,1,1,False
29,crop_or_resize,97117,25,safe_name_40,Cast,1,1,1,False
29,crop_or_resize,97117,26,safe_name_41,Add,2,1,1,False
29,crop_or_resize,97117,27,safe_name_42,Add,2,1,1,False
29,crop_or_resize,97117,28,safe_name_43,Add,2,1,1,False
29,crop_or_resize,97117,29,safe_name_44,Sub,2,1,1,False
29,crop_or_resize,97117,30,safe_name_45,Equal,2,1,1,False
29,crop_or_resize,97117,31,safe_name_46,Cast,1,1,1,False
29,crop_or_resize,97117,32,safe_name_47,Mul,2,1,1,False
29,crop_or_resize,97117,33,safe_name_48,Mul,2,1,1,False
29,crop_or_resize,97117,34,safe_name_49,Mul,2,1,1,False
29,crop_or_resize,97117,35,safe_name_50,Mul,2,1,1,False
29,crop_or_resize,97117,36,safe_name_51,Sub,2,1,1,False
29,crop_or_resize,97117,37,safe_name_52,Mul,2,1,1,False
29,crop_or_resize,97117,38,safe_name_53,Add,2,1,1,False
29,crop_or_resize,97117,39,safe_name_54,Add,2,1,1,False
29,crop_or_resize,97117,40,safe_name_55,ReduceMin,1,1,1,False
29,crop_or_resize,97117,41,safe_name_56,Equal,2,1,1,False
29,crop_or_resize,97117,42,safe_name_57,Where,3,1,1,True
29,crop_or_resize,97117,43,safe_name_58,ReduceMax,1,1,1,False
29,crop_or_resize,97117,44,safe_name_59,ReduceMax,1,1,1,False
29,crop_or_resize,97117,45,safe_name_60,Squeeze,1,1,1,False
29,crop_or_resize,97117,46,safe_name_61,Greater,2,1,1,False
29,crop_or_resize,97117,47,safe_name_62,Cast,1,1,1,False
29,crop_or_resize,97117,48,safe_name_63,ArgMax,1,1,1,False
29,crop_or_resize,97117,49,safe_name_64,Add,2,1,1,False
29,crop_or_resize,97117,50,safe_name_65,Add,2,1,1,False
29,crop_or_resize,97117,51,safe_name_66,Gather,2,1,1,True
29,crop_or_resize,97117,52,safe_name_67,Squeeze,1,1,1,False
29,crop_or_resize,97117,53,safe_name_68,ArgMax,1,1,1,False
29,crop_or_resize,97117,54,safe_name_69,Sub,2,1,1,False
29,crop_or_resize,97117,55,safe_name_70,Sub,2,1,1,False
29,crop_or_resize,97117,56,safe_name_71,Sub,2,1,1,False
29,crop_or_resize,97117,57,safe_name_72,Less,2,1,1,False
29,crop_or_resize,97117,58,safe_name_73,Unsqueeze,1,1,1,False
29,crop_or_resize,97117,59,safe_name_74,Cast,1,1,0,False
29,crop_or_resize,97117,60,safe_name_75,ReduceMax,1,1,1,False
29,crop_or_resize,97117,61,safe_name_76,Squeeze,1,1,1,False
29,crop_or_resize,97117,62,safe_name_77,Greater,2,1,1,False
29,crop_or_resize,97117,63,safe_name_78,Cast,1,1,1,False
29,crop_or_resize,97117,64,safe_name_79,ArgMax,1,1,1,False
29,crop_or_resize,97117,65,safe_name_80,Add,2,1,1,False
29,crop_or_resize,97117,66,safe_name_81,Add,2,1,1,False
29,crop_or_resize,97117,67,safe_name_82,Gather,2,1,1,True
29,crop_or_resize,97117,68,safe_name_83,Squeeze,1,1,1,False
29,crop_or_resize,97117,69,safe_name_84,ArgMax,1,1,1,False
29,crop_or_resize,97117,70,safe_name_85,Sub,2,1,1,False
29,crop_or_resize,97117,71,safe_name_86,Sub,2,1,1,False
29,crop_or_resize,97117,72,safe_name_87,Sub,2,1,1,False
29,crop_or_resize,97117,73,safe_name_88,Less,2,1,1,False
29,crop_or_resize,97117,74,safe_name_89,Unsqueeze,1,1,1,False
29,crop_or_resize,97117,75,safe_name_90,Cast,1,1,0,False
29,crop_or_resize,97117,76,safe_name_91,Mul,2,1,1,False
29,crop_or_resize,97117,77,safe_name_92,Less,2,1,1,False
29,crop_or_resize,97117,78,safe_name_93,Where,3,1,1,True
29,crop_or_resize,97117,79,safe_name_94,Greater,2,1,1,False
29,crop_or_resize,97117,80,safe_name_95,Where,3,1,1,True
29,crop_or_resize,97117,81,safe_name_96,Gather,2,1,1,True
29,crop_or_resize,97117,82,safe_name_97,Less,2,1,1,False
29,crop_or_resize,97117,83,safe_name_98,Where,3,1,1,True
29,crop_or_resize,97117,84,safe_name_99,Greater,2,1,1,False
29,crop_or_resize,97117,85,safe_name_100,Where,3,1,1,True
29,crop_or_resize,97117,86,safe_name_101,Gather,2,1,1,True
29,crop_or_resize,97117,87,output,Mul,2,1,1,False
133,sparse_edit_or_object_completion,93312,0,safe_name_7,Reshape,2,1,1,False
133,sparse_edit_or_object_completion,93312,1,safe_name_8,Gather,2,1,1,True
133,sparse_edit_or_object_completion,93312,2,safe_name_9,Sub,2,1,1,False
133,sparse_edit_or_object_completion,93312,3,safe_name_10,Mul,2,1,1,False
133,sparse_edit_or_object_completion,93312,4,safe_name_11,ReduceSum,1,1,1,False
133,sparse_edit_or_object_completion,93312,5,safe_name_12,Less,2,1,1,False
133,sparse_edit_or_object_completion,93312,6,safe_name_13,Cast,1,1,1,False
133,sparse_edit_or_object_completion,93312,7,safe_name_14,Unsqueeze,1,1,1,False
133,sparse_edit_or_object_completion,93312,8,safe_name_15,MatMul,2,1,1,True
133,sparse_edit_or_object_completion,93312,9,safe_name_16,Cast,1,1,1,False
133,sparse_edit_or_object_completion,93312,10,safe_name_17,MatMul,2,1,1,True
133,sparse_edit_or_object_completion,93312,11,safe_name_18,ScatterElements,3,1,1,True
133,sparse_edit_or_object_completion,93312,12,output,Reshape,2,1,1,False
109,crop_or_resize,92303,0,safe_name_8,Reshape,2,1,1,False
109,crop_or_resize,92303,1,safe_name_9,Gather,2,1,1,True
109,crop_or_resize,92303,2,safe_name_10,Sub,2,1,1,False
109,crop_or_resize,92303,3,safe_name_11,Mul,2,1,1,False
109,crop_or_resize,92303,4,safe_name_12,ReduceSum,1,1,1,False
109,crop_or_resize,92303,5,safe_name_13,Less,2,1,1,False
109,crop_or_resize,92303,6,safe_name_14,Cast,1,1,1,False
109,crop_or_resize,92303,7,safe_name_15,Unsqueeze,1,1,1,False
109,crop_or_resize,92303,8,safe_name_16,MatMul,2,1,1,True
109,crop_or_resize,92303,9,safe_name_17,Cast,1,1,1,False
109,crop_or_resize,92303,10,safe_name_18,MatMul,2,1,1,True
109,crop_or_resize,92303,11,safe_name_19,ScatterElements,3,1,1,True
109,crop_or_resize,92303,12,output,Reshape,2,1,1,False
204,sparse_edit_or_object_completion,92242,0,safe_name_7,Reshape,2,1,1,False
204,sparse_edit_or_object_completion,92242,1,safe_name_8,Gather,2,1,1,True
204,sparse_edit_or_object_completion,92242,2,safe_name_9,Sub,2,1,1,False
204,sparse_edit_or_object_completion,92242,3,safe_name_10,Mul,2,1,1,False
204,sparse_edit_or_object_completion,92242,4,safe_name_11,ReduceSum,1,1,1,False
204,sparse_edit_or_object_completion,92242,5,safe_name_12,Less,2,1,1,False
204,sparse_edit_or_object_completion,92242,6,safe_name_13,Cast,1,1,1,False
204,sparse_edit_or_object_completion,92242,7,safe_name_14,Unsqueeze,1,1,1,False
204,sparse_edit_or_object_completion,92242,8,safe_name_15,MatMul,2,1,1,True
204,sparse_edit_or_object_completion,92242,9,safe_name_16,Cast,1,1,1,False
204,sparse_edit_or_object_completion,92242,10,safe_name_17,MatMul,2,1,1,True
204,sparse_edit_or_object_completion,92242,11,safe_name_18,ScatterElements,3,1,1,True
204,sparse_edit_or_object_completion,92242,12,output,Reshape,2,1,1,False
13,sparse_edit_or_object_completion,92022,0,safe_name_7,Reshape,2,1,1,False
13,sparse_edit_or_object_completion,92022,1,safe_name_8,Gather,2,1,1,True
13,sparse_edit_or_object_completion,92022,2,safe_name_9,Sub,2,1,1,False
13,sparse_edit_or_object_completion,92022,3,safe_name_10,Mul,2,1,1,False
13,sparse_edit_or_object_completion,92022,4,safe_name_11,ReduceSum,1,1,1,False
13,sparse_edit_or_object_completion,92022,5,safe_name_12,Less,2,1,1,False
13,sparse_edit_or_object_completion,92022,6,safe_name_13,Cast,1,1,1,False
13,sparse_edit_or_object_completion,92022,7,safe_name_14,Unsqueeze,1,1,1,False
13,sparse_edit_or_object_completion,92022,8,safe_name_15,MatMul,2,1,1,True
13,sparse_edit_or_object_completion,92022,9,safe_name_16,Cast,1,1,1,False
13,sparse_edit_or_object_completion,92022,10,safe_name_17,MatMul,2,1,1,True
13,sparse_edit_or_object_completion,92022,11,safe_name_18,ScatterElements,3,1,1,True
13,sparse_edit_or_object_completion,92022,12,output,Reshape,2,1,1,False
216,crop_or_resize,91861,0,safe_name_8,Reshape,2,1,1,False
216,crop_or_resize,91861,1,safe_name_9,Gather,2,1,1,True
216,crop_or_resize,91861,2,safe_name_10,Sub,2,1,1,False
216,crop_or_resize,91861,3,safe_name_11,Mul,2,1,1,False
216,crop_or_resize,91861,4,safe_name_12,ReduceSum,1,1,1,False
216,crop_or_resize,91861,5,safe_name_13,Less,2,1,1,False
216,crop_or_resize,91861,6,safe_name_14,Cast,1,1,1,False
216,crop_or_resize,91861,7,safe_name_15,Unsqueeze,1,1,1,False
216,crop_or_resize,91861,8,safe_name_16,MatMul,2,1,1,True
216,crop_or_resize,91861,9,safe_name_17,Cast,1,1,1,False
216,crop_or_resize,91861,10,safe_name_18,MatMul,2,1,1,True
216,crop_or_resize,91861,11,safe_name_19,ScatterElements,3,1,1,True
216,crop_or_resize,91861,12,output,Reshape,2,1,1,False
54,sparse_edit_or_object_completion,90855,0,safe_name_7,Reshape,2,1,1,False
54,sparse_edit_or_object_completion,90855,1,safe_name_8,Gather,2,1,1,True
54,sparse_edit_or_object_completion,90855,2,safe_name_9,Sub,2,1,1,False
54,sparse_edit_or_object_completion,90855,3,safe_name_10,Mul,2,1,1,False
54,sparse_edit_or_object_completion,90855,4,safe_name_11,ReduceSum,1,1,1,False
54,sparse_edit_or_object_completion,90855,5,safe_name_12,Less,2,1,1,False
54,sparse_edit_or_object_completion,90855,6,safe_name_13,Cast,1,1,1,False
54,sparse_edit_or_object_completion,90855,7,safe_name_14,Unsqueeze,1,1,1,False
54,sparse_edit_or_object_completion,90855,8,safe_name_15,MatMul,2,1,1,True
54,sparse_edit_or_object_completion,90855,9,safe_name_16,Cast,1,1,1,False
54,sparse_edit_or_object_completion,90855,10,safe_name_17,MatMul,2,1,1,True
54,sparse_edit_or_object_completion,90855,11,safe_name_18,ScatterElements,3,1,1,True
54,sparse_edit_or_object_completion,90855,12,output,Reshape,2,1,1,False
280,sparse_edit_or_object_completion,90506,0,safe_name_16,Cast,1,1,1,False
280,sparse_edit_or_object_completion,90506,1,safe_name_17,Slice,4,1,1,True
280,sparse_edit_or_object_completion,90506,2,safe_name_18,ReduceSum,2,1,1,False
280,sparse_edit_or_object_completion,90506,3,safe_name_19,Greater,2,1,1,False
280,sparse_edit_or_object_completion,90506,4,safe_name_20,Slice,4,1,1,True
280,sparse_edit_or_object_completion,90506,5,safe_name_21,Slice,4,1,1,True
280,sparse_edit_or_object_completion,90506,6,safe_name_22,Greater,2,1,1,False
280,sparse_edit_or_object_completion,90506,7,safe_name_23,Greater,2,1,1,False
280,sparse_edit_or_object_completion,90506,8,safe_name_24,Or,2,1,1,False
280,sparse_edit_or_object_completion,90506,9,safe_name_25,Mul,2,1,1,False
280,sparse_edit_or_object_completion,90506,10,safe_name_26,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,11,safe_name_27,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,12,safe_name_28,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,13,safe_name_29,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,14,safe_name_30,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,15,safe_name_31,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,16,safe_name_32,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,17,safe_name_33,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,18,safe_name_34,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,19,safe_name_35,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,20,safe_name_36,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,21,safe_name_37,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,22,safe_name_38,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,23,safe_name_39,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,24,safe_name_40,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,25,safe_name_41,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,26,safe_name_42,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,27,safe_name_43,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,28,safe_name_44,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,29,safe_name_45,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,30,safe_name_46,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,31,safe_name_47,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,32,safe_name_48,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,33,safe_name_49,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,34,safe_name_50,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,35,safe_name_51,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,36,safe_name_52,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,37,safe_name_53,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,38,safe_name_54,MaxPool,1,1,1,True
280,sparse_edit_or_object_completion,90506,39,safe_name_55,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,40,safe_name_56,Greater,2,1,1,False
280,sparse_edit_or_object_completion,90506,41,safe_name_57,Where,3,1,1,True
280,sparse_edit_or_object_completion,90506,42,safe_name_58,ReduceMin,1,1,1,False
280,sparse_edit_or_object_completion,90506,43,safe_name_59,ReduceMax,1,1,1,False
280,sparse_edit_or_object_completion,90506,44,safe_name_60,Equal,2,1,1,False
280,sparse_edit_or_object_completion,90506,45,safe_name_61,Equal,2,1,1,False
280,sparse_edit_or_object_completion,90506,46,safe_name_62,Where,3,1,1,True
