idx,target,candidate_count,target_features,rank_hits,candidate_features
47,"6,2",4,"{""r"": 6, ""c"": 2, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 11, ""signature_freq"": [1, 2, 2, 1, 1, 2, 1, 2, 1], ""count_pattern"": [5, 4]}","{""mode_count_min"": true, ""color8_count_min"": true, ""sum_colors_min"": true, ""edge_sum_min"": true, ""row_major_last"": true}","[{""r"": 0, ""c"": 5, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 32, ""edge_sum"": 18, ""signature_freq"": [1, 1, 1, 2, 2, 1, 1, 2, 1], ""count_pattern"": [6, 3]}, {""r"": 1, ""c"": 0, ""distinct"": 1, ""mode_count"": 9, ""least_count"": 9, ""color8_count"": 9, ""sum_colors"": 72, ""max_color"": 8, ""min_color"": 8, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""count_pattern"": [9]}, {""r"": 4, ""c"": 6, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 8, ""sum_colors"": 65, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 2], ""count_pattern"": [8, 1]}, {""r"": 6, ""c"": 2, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 11, ""signature_freq"": [1, 2, 2, 1, 1, 2, 1, 2, 1], ""count_pattern"": [5, 4]}]"
48,"4,1",4,"{""r"": 4, ""c"": 1, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [1, 1, 2, 1, 1, 1, 1, 2, 1], ""count_pattern"": [7, 2]}","{""color8_count_min"": true, ""sum_colors_min"": true, ""center_min"": true, ""corner_sum_min"": true, ""edge_sum_min"": true}","[{""r"": 0, ""c"": 0, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 8, ""sum_colors"": 65, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 25, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 2, 1], ""count_pattern"": [8, 1]}, {""r"": 0, ""c"": 4, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 18, ""edge_sum"": 25, ""signature_freq"": [2, 1, 1, 1, 1, 2, 2, 1, 1], ""count_pattern"": [6, 3]}, {""r"": 4, ""c"": 1, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [1, 1, 2, 1, 1, 1, 1, 2, 1], ""count_pattern"": [7, 2]}, {""r"": 5, ""c"": 5, ""distinct"": 1, ""mode_count"": 9, ""least_count"": 9, ""color8_count"": 9, ""sum_colors"": 72, ""max_color"": 8, ""min_color"": 8, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""count_pattern"": [9]}]"
49,"0,6",4,"{""r"": 0, ""c"": 6, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [2, 1, 1, 1, 1, 2, 1, 1, 1], ""count_pattern"": [7, 2]}","{""distinct_min"": true, ""distinct_max"": true, ""mode_count_max"": true, ""least_count_min"": true, ""color8_count_min"": true, ""sum_colors_min"": true, ""max_color_min"": true, ""max_color_max"": true, ""min_color_min"": true, ""min_color_max"": true, ""center_min"": true, ""corner_sum_min"": true, ""edge_sum_min"": true, ""row_major_first"": true}","[{""r"": 0, ""c"": 6, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [2, 1, 1, 1, 1, 2, 1, 1, 1], ""count_pattern"": [7, 2]}, {""r"": 2, ""c"": 0, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 4, ""sum_colors"": 37, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 11, ""edge_sum"": 18, ""signature_freq"": [1, 2, 1, 2, 2, 1, 2, 1, 1], ""count_pattern"": [5, 4]}, {""r"": 5, ""c"": 6, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 32, ""edge_sum"": 11, ""signature_freq"": [1, 2, 1, 2, 2, 2, 1, 1, 1], ""count_pattern"": [5, 4]}, {""r"": 6, ""c"": 0, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 7, ""sum_colors"": 58, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 32, ""edge_sum"": 25, ""signature_freq"": [1, 2, 1, 1, 2, 1, 1, 1, 1], ""count_pattern"": [7, 2]}]"
50,"5,1",4,"{""r"": 5, ""c"": 1, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 1, ""sum_colors"": 16, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 4, ""signature_freq"": [1, 1, 1, 1, 1, 1, 2, 1, 1], ""count_pattern"": [8, 1]}","{""color8_count_min"": true, ""sum_colors_min"": true, ""center_min"": true, ""corner_sum_min"": true, ""edge_sum_min"": true}","[{""r"": 0, ""c"": 4, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 8, ""sum_colors"": 65, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 25, ""signature_freq"": [1, 1, 1, 1, 1, 2, 1, 1, 1], ""count_pattern"": [8, 1]}, {""r"": 1, ""c"": 0, ""distinct"": 1, ""mode_count"": 9, ""least_count"": 9, ""color8_count"": 9, ""sum_colors"": 72, ""max_color"": 8, ""min_color"": 8, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""count_pattern"": [9]}, {""r"": 5, ""c"": 1, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 1, ""sum_colors"": 16, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 4, ""signature_freq"": [1, 1, 1, 1, 1, 1, 2, 1, 1], ""count_pattern"": [8, 1]}, {""r"": 5, ""c"": 5, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 18, ""edge_sum"": 11, ""signature_freq"": [1, 1, 2, 2, 1, 1, 2, 1, 1], ""count_pattern"": [6, 3]}]"
51,"0,0",4,"{""r"": 0, ""c"": 0, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 11, ""signature_freq"": [1, 2, 1, 1, 1, 2, 2, 2, 1], ""count_pattern"": [5, 4]}","{""distinct_max"": true, ""mode_count_min"": true, ""color8_count_min"": true, ""sum_colors_min"": true, ""max_color_min"": true, ""max_color_max"": true, ""min_color_min"": true, ""center_min"": true, ""center_max"": true, ""corner_sum_min"": true, ""edge_sum_min"": true, ""row_major_first"": true, ""col_major_first"": true}","[{""r"": 0, ""c"": 0, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 11, ""signature_freq"": [1, 2, 1, 1, 1, 2, 2, 2, 1], ""count_pattern"": [5, 4]}, {""r"": 0, ""c"": 4, ""distinct"": 1, ""mode_count"": 9, ""least_count"": 9, ""color8_count"": 9, ""sum_colors"": 72, ""max_color"": 8, ""min_color"": 8, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""count_pattern"": [9]}, {""r"": 4, ""c"": 0, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 8, ""sum_colors"": 65, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 25, ""signature_freq"": [1, 2, 1, 1, 1, 1, 1, 1, 1], ""count_pattern"": [8, 1]}, {""r"": 4, ""c"": 6, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 7, ""sum_colors"": 58, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 18, ""signature_freq"": [1, 2, 1, 1, 1, 1, 1, 2, 1], ""count_pattern"": [7, 2]}]"
52,"4,1",4,"{""r"": 4, ""c"": 1, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [2, 1, 1, 2, 1, 1, 1, 1, 1], ""count_pattern"": [7, 2]}","{""mode_count_max"": true, ""least_count_min"": true, ""color8_count_min"": true, ""sum_colors_min"": true, ""col_major_first"": true}","[{""r"": 0, ""c"": 2, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 11, ""edge_sum"": 32, ""signature_freq"": [1, 1, 2, 1, 1, 1, 2, 1, 2], ""count_pattern"": [6, 3]}, {""r"": 0, ""c"": 6, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 4, ""sum_colors"": 37, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 18, ""edge_sum"": 18, ""signature_freq"": [2, 2, 2, 1, 1, 2, 1, 1, 1], ""count_pattern"": [5, 4]}, {""r"": 4, ""c"": 1, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [2, 1, 1, 2, 1, 1, 1, 1, 1], ""count_pattern"": [7, 2]}, {""r"": 6, ""c"": 5, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 18, ""edge_sum"": 4, ""signature_freq"": [2, 1, 1, 1, 2, 1, 1, 1, 2], ""count_pattern"": [6, 3]}]"
53,"4,6",4,"{""r"": 4, ""c"": 6, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [1, 1, 1, 1, 1, 2, 2, 1, 1], ""count_pattern"": [7, 2]}","{""least_count_min"": true, ""color8_count_min"": true, ""sum_colors_min"": true, ""corner_sum_min"": true, ""col_major_last"": true}","[{""r"": 0, ""c"": 4, ""distinct"": 1, ""mode_count"": 9, ""least_count"": 9, ""color8_count"": 9, ""sum_colors"": 72, ""max_color"": 8, ""min_color"": 8, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""count_pattern"": [9]}, {""r"": 1, ""c"": 0, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 18, ""edge_sum"": 11, ""signature_freq"": [1, 1, 2, 1, 1, 1, 1, 2, 2], ""count_pattern"": [6, 3]}, {""r"": 4, ""c"": 6, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [1, 1, 1, 1, 1, 2, 2, 1, 1], ""count_pattern"": [7, 2]}, {""r"": 5, ""c"": 2, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 18, ""signature_freq"": [1, 2, 2, 2, 1, 1, 1, 1, 1], ""count_pattern"": [6, 3]}]"
54,"0,0",4,"{""r"": 0, ""c"": 0, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 1, ""sum_colors"": 16, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 4, ""edge_sum"": 11, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 2, 1], ""count_pattern"": [8, 1]}","{""distinct_min"": true, ""distinct_max"": true, ""mode_count_max"": true, ""least_count_min"": true, ""color8_count_min"": true, ""sum_colors_min"": true, ""max_color_min"": true, ""max_color_max"": true, ""min_color_min"": true, ""min_color_max"": true, ""center_min"": true, ""corner_sum_min"": true, ""edge_sum_min"": true, ""row_major_first"": true, ""col_major_first"": true}","[{""r"": 0, ""c"": 0, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 1, ""sum_colors"": 16, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 4, ""edge_sum"": 11, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 2, 1], ""count_pattern"": [8, 1]}, {""r"": 0, ""c"": 6, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 4, ""edge_sum"": 25, ""signature_freq"": [1, 2, 1, 2, 1, 2, 1, 1, 1], ""count_pattern"": [6, 3]}, {""r"": 4, ""c"": 6, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 18, ""edge_sum"": 18, ""signature_freq"": [2, 2, 1, 1, 1, 2, 2, 1, 1], ""count_pattern"": [5, 4]}, {""r"": 6, ""c"": 1, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 18, ""signature_freq"": [2, 1, 1, 2, 1, 2, 1, 1, 1], ""count_pattern"": [6, 3]}]"
55,"1,0",4,"{""r"": 1, ""c"": 0, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 18, ""signature_freq"": [2, 1, 1, 1, 1, 2, 1, 2, 1], ""count_pattern"": [6, 3]}","{""color8_count_min"": true, ""sum_colors_min"": true, ""center_min"": true, ""corner_sum_min"": true, ""col_major_first"": true}","[{""r"": 0, ""c"": 4, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 18, ""signature_freq"": [1, 1, 1, 2, 1, 1, 1, 2, 2], ""count_pattern"": [6, 3]}, {""r"": 1, ""c"": 0, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 18, ""signature_freq"": [2, 1, 1, 1, 1, 2, 1, 2, 1], ""count_pattern"": [6, 3]}, {""r"": 5, ""c"": 2, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 18, ""edge_sum"": 25, ""signature_freq"": [2, 2, 1, 1, 2, 1, 1, 1, 2], ""count_pattern"": [5, 4]}, {""r"": 6, ""c"": 6, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 4, ""sum_colors"": 37, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 11, ""edge_sum"": 18, ""signature_freq"": [1, 1, 1, 1, 2, 2, 1, 2, 2], ""count_pattern"": [5, 4]}]"
56,"6,6",4,"{""r"": 6, ""c"": 6, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 4, ""edge_sum"": 25, ""signature_freq"": [1, 2, 1, 2, 1, 2, 1, 1, 1], ""count_pattern"": [6, 3]}","{""color8_count_min"": true, ""sum_colors_min"": true, ""corner_sum_min"": true, ""row_major_last"": true, ""col_major_last"": true}","[{""r"": 0, ""c"": 0, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 11, ""signature_freq"": [2, 2, 1, 1, 1, 2, 1, 2, 1], ""count_pattern"": [5, 4]}, {""r"": 2, ""c"": 5, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 8, ""sum_colors"": 65, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 32, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 2, 1, 1, 1, 1], ""count_pattern"": [8, 1]}, {""r"": 4, ""c"": 1, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 18, ""signature_freq"": [1, 1, 2, 2, 1, 2, 1, 1, 1], ""count_pattern"": [6, 3]}, {""r"": 6, ""c"": 6, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 4, ""edge_sum"": 25, ""signature_freq"": [1, 2, 1, 2, 1, 2, 1, 1, 1], ""count_pattern"": [6, 3]}]"
57,"6,0",4,"{""r"": 6, ""c"": 0, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [1, 2, 1, 1, 2, 1, 2, 1, 1], ""count_pattern"": [6, 3]}","{""least_count_min"": true, ""color8_count_min"": true, ""sum_colors_min"": true, ""corner_sum_min"": true, ""edge_sum_min"": true, ""col_major_first"": true}","[{""r"": 1, ""c"": 2, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 18, ""edge_sum"": 25, ""signature_freq"": [2, 1, 1, 2, 2, 1, 2, 1, 1], ""count_pattern"": [5, 4]}, {""r"": 2, ""c"": 6, ""distinct"": 1, ""mode_count"": 9, ""least_count"": 9, ""color8_count"": 9, ""sum_colors"": 72, ""max_color"": 8, ""min_color"": 8, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""count_pattern"": [9]}, {""r"": 6, ""c"": 0, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 11, ""edge_sum"": 11, ""signature_freq"": [1, 2, 1, 1, 2, 1, 2, 1, 1], ""count_pattern"": [6, 3]}, {""r"": 6, ""c"": 4, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 4, ""sum_colors"": 37, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 18, ""edge_sum"": 11, ""signature_freq"": [2, 1, 1, 1, 2, 1, 1, 2, 2], ""count_pattern"": [5, 4]}]"
58,"2,1",4,"{""r"": 2, ""c"": 1, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 1, ""sum_colors"": 16, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 4, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 2], ""count_pattern"": [8, 1]}","{""least_count_min"": true, ""color8_count_min"": true, ""sum_colors_min"": true, ""edge_sum_min"": true}","[{""r"": 0, ""c"": 6, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 25, ""edge_sum"": 25, ""signature_freq"": [1, 1, 1, 1, 2, 2, 1, 1, 2], ""count_pattern"": [6, 3]}, {""r"": 2, ""c"": 1, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 1, ""sum_colors"": 16, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 11, ""edge_sum"": 4, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 2], ""count_pattern"": [8, 1]}, {""r"": 6, ""c"": 0, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 4, ""edge_sum"": 18, ""signature_freq"": [1, 1, 1, 2, 1, 1, 1, 2, 1], ""count_pattern"": [7, 2]}, {""r"": 6, ""c"": 4, ""distinct"": 1, ""mode_count"": 9, ""least_count"": 9, ""color8_count"": 9, ""sum_colors"": 72, ""max_color"": 8, ""min_color"": 8, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""count_pattern"": [9]}]"
59,"1,6",4,"{""r"": 1, ""c"": 6, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 11, ""edge_sum"": 4, ""signature_freq"": [2, 1, 1, 1, 2, 1, 1, 1, 1], ""count_pattern"": [7, 2]}","{""color8_count_min"": true, ""sum_colors_min"": true, ""center_max"": true, ""edge_sum_min"": true, ""col_major_last"": true}","[{""r"": 0, ""c"": 1, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 4, ""edge_sum"": 25, ""signature_freq"": [1, 2, 1, 1, 1, 2, 1, 2, 1], ""count_pattern"": [6, 3]}, {""r"": 1, ""c"": 6, ""distinct"": 2, ""mode_count"": 7, ""least_count"": 2, ""color8_count"": 2, ""sum_colors"": 23, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 11, ""edge_sum"": 4, ""signature_freq"": [2, 1, 1, 1, 2, 1, 1, 1, 1], ""count_pattern"": [7, 2]}, {""r"": 4, ""c"": 1, ""distinct"": 2, ""mode_count"": 8, ""least_count"": 1, ""color8_count"": 8, ""sum_colors"": 65, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 25, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 2, 1, 1], ""count_pattern"": [8, 1]}, {""r"": 6, ""c"": 5, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 18, ""edge_sum"": 25, ""signature_freq"": [1, 1, 1, 2, 1, 1, 2, 1, 2], ""count_pattern"": [6, 3]}]"
60,"6,5",4,"{""r"": 6, ""c"": 5, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 18, ""edge_sum"": 11, ""signature_freq"": [2, 1, 1, 1, 1, 2, 2, 1, 1], ""count_pattern"": [6, 3]}","{""color8_count_min"": true, ""sum_colors_min"": true, ""center_min"": true, ""row_major_last"": true}","[{""r"": 1, ""c"": 2, ""distinct"": 2, ""mode_count"": 5, ""least_count"": 4, ""color8_count"": 5, ""sum_colors"": 44, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 18, ""edge_sum"": 18, ""signature_freq"": [1, 1, 1, 1, 1, 2, 2, 2, 2], ""count_pattern"": [5, 4]}, {""r"": 1, ""c"": 6, ""distinct"": 1, ""mode_count"": 9, ""least_count"": 9, ""color8_count"": 9, ""sum_colors"": 72, ""max_color"": 8, ""min_color"": 8, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 32, ""signature_freq"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""count_pattern"": [9]}, {""r"": 6, ""c"": 0, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 6, ""sum_colors"": 51, ""max_color"": 8, ""min_color"": 1, ""center"": 8, ""corner_sum"": 32, ""edge_sum"": 11, ""signature_freq"": [1, 2, 1, 1, 1, 2, 1, 2, 1], ""count_pattern"": [6, 3]}, {""r"": 6, ""c"": 5, ""distinct"": 2, ""mode_count"": 6, ""least_count"": 3, ""color8_count"": 3, ""sum_colors"": 30, ""max_color"": 8, ""min_color"": 1, ""center"": 1, ""corner_sum"": 18, ""edge_sum"": 11, ""signature_freq"": [2, 1, 1, 1, 1, 2, 2, 1, 1], ""count_pattern"": [6, 3]}]"
